"School","Year","Metric","Value","Headcount"
"MOH","12-13","Program","153","591"
"MOH","13-14","Program","153","568"
"MOH","14-15","Program","153","545"
"MOH","15-16","Program","153","519"
"MOH","12-13","Program","420","55"
"MOH","13-14","Program","420","164"
"MOH","14-15","Program","420","177"
"MOH","15-16","Program","420","168"
"MOH","12-13","Program","378","20"
"MOH","13-14","Program","378","40"
"MOH","14-15","Program","378","59"
"MOH","15-16","Program","378","59"
"MOH","12-13","Program","423","98"
"MOH","13-14","Program","423","121"
"MOH","14-15","Program","423","72"
"MOH","15-16","Program","423","40"
"MOH","12-13","Program","937","180"
"MOH","13-14","Program","937","224"
"MOH","14-15","Program","937","268"
"MOH","15-16","Program","937","353"
"MOH","12-13","Program","938","197"
"MOH","13-14","Program","938","165"
"MOH","14-15","Program","938","184"
"MOH","15-16","Program","938","222"
"MOH","12-13","Program","939","73"
"MOH","13-14","Program","939","83"
"MOH","14-15","Program","939","96"
"MOH","15-16","Program","939","148"
"MOH","12-13","Program","940","239"
"MOH","13-14","Program","940","236"
"MOH","14-15","Program","940","282"
"MOH","15-16","Program","940","306"
"MOH","12-13","Program","379","47"
"MOH","13-14","Program","379","62"
"MOH","14-15","Program","379","54"
"MOH","15-16","Program","379","55"
"MOH","12-13","Program","47","80"
"MOH","13-14","Program","47","76"
"MOH","14-15","Program","47","74"
"MOH","15-16","Program","47","77"
"MOH","12-13","Program","941","85"
"MOH","13-14","Program","941","94"
"MOH","14-15","Program","941","126"
"MOH","15-16","Program","941","124"
"MOH","12-13","Program","942","81"
"MOH","13-14","Program","942","95"
"MOH","14-15","Program","942","105"
"MOH","15-16","Program","942","98"
"MOH","12-13","Program","943","74"
"MOH","13-14","Program","943","83"
"MOH","14-15","Program","943","82"
"MOH","15-16","Program","943","80"
"MOH","12-13","Program","57","412"
"MOH","13-14","Program","57","404"
"MOH","14-15","Program","57","386"
"MOH","15-16","Program","57","366"
"MOH","12-13","Program","380","140"
"MOH","13-14","Program","380","102"
"MOH","14-15","Program","380","111"
"MOH","15-16","Program","380",
"MOH","12-13","Program","428",
"MOH","13-14","Program","428",
"MOH","14-15","Program","428",
"MOH","15-16","Program","428","95"
"MOH","12-13","Program","630","238"
"MOH","13-14","Program","630","260"
"MOH","14-15","Program","630","284"
"MOH","15-16","Program","630","332"
"MOH","12-13","Program","944","313"
"MOH","13-14","Program","944","396"
"MOH","14-15","Program","944","452"
"MOH","15-16","Program","944","421"
"MOH","12-13","Program","945","97"
"MOH","13-14","Program","945","101"
"MOH","14-15","Program","945","111"
"MOH","15-16","Program","945","102"
"MOH","12-13","Program","63","108"
"MOH","13-14","Program","63","94"
"MOH","14-15","Program","63","102"
"MOH","15-16","Program","63","92"
"MOH","12-13","Program","65",
"MOH","13-14","Program","65",
"MOH","14-15","Program","65","18"
"MOH","15-16","Program","65",
"MOH","12-13","Program","946",
"MOH","13-14","Program","946","22"
"MOH","14-15","Program","946",
"MOH","15-16","Program","946",
"MOH","12-13","Program","947","41"
"MOH","13-14","Program","947","46"
"MOH","14-15","Program","947","39"
"MOH","15-16","Program","947","48"
"MOH","12-13","Program","325","155"
"MOH","13-14","Program","325","155"
"MOH","14-15","Program","325","120"
"MOH","15-16","Program","325","101"
"MOH","12-13","Program","71","156"
"MOH","13-14","Program","71","140"
"MOH","14-15","Program","71","118"
"MOH","15-16","Program","71","148"
"MOH","12-13","Program","72","64"
"MOH","13-14","Program","72",
"MOH","14-15","Program","72","106"
"MOH","15-16","Program","72","84"
"MOH","12-13","Program","72",
"MOH","13-14","Program","72","114"
"MOH","14-15","Program","72",
"MOH","15-16","Program","72",
"MOH","12-13","Program","76","77"
"MOH","13-14","Program","76","172"
"MOH","14-15","Program","76","230"
"MOH","15-16","Program","76","202"
"MOH","12-13","Program","948","77"
"MOH","13-14","Program","948","20"
"MOH","14-15","Program","948","0"
"MOH","15-16","Program","948",
"MOH","12-13","Program","949","117"
"MOH","13-14","Program","949","42"
"MOH","14-15","Program","949","0"
"MOH","15-16","Program","949",
"MOH","12-13","Program","950","137"
"MOH","13-14","Program","950","111"
"MOH","14-15","Program","950","122"
"MOH","15-16","Program","950","122"
"MOH","12-13","Program","951","276"
"MOH","13-14","Program","951","358"
"MOH","14-15","Program","951","377"
"MOH","15-16","Program","951","368"
"MOH","12-13","Program","952","64"
"MOH","13-14","Program","952","72"
"MOH","14-15","Program","952","76"
"MOH","15-16","Program","952","89"
"MOH","12-13","Program","83","54"
"MOH","13-14","Program","83","57"
"MOH","14-15","Program","83","63"
"MOH","15-16","Program","83","75"
"MOH","12-13","Program","444","41"
"MOH","13-14","Program","444","32"
"MOH","14-15","Program","444","30"
"MOH","15-16","Program","444","32"
"MOH","12-13","Program","808","50"
"MOH","13-14","Program","808","51"
"MOH","14-15","Program","808","24"
"MOH","15-16","Program","808",
"MOH","12-13","Program","953","196"
"MOH","13-14","Program","953","186"
"MOH","14-15","Program","953","183"
"MOH","15-16","Program","953","141"
"MOH","12-13","Program","88","125"
"MOH","13-14","Program","88","68"
"MOH","14-15","Program","88","72"
"MOH","15-16","Program","88","48"
"MOH","12-13","Program","248","106"
"MOH","13-14","Program","248","102"
"MOH","14-15","Program","248","92"
"MOH","15-16","Program","248","113"
"MOH","12-13","Program","595","195"
"MOH","13-14","Program","595","204"
"MOH","14-15","Program","595","240"
"MOH","15-16","Program","595","253"
"MOH","12-13","Program","954","121"
"MOH","13-14","Program","954","154"
"MOH","14-15","Program","954","159"
"MOH","15-16","Program","954","229"
"MOH","12-13","Program","99",
"MOH","13-14","Program","99","52"
"MOH","14-15","Program","99","125"
"MOH","15-16","Program","99","176"
"MOH","12-13","Program","100","228"
"MOH","13-14","Program","100","252"
"MOH","14-15","Program","100","267"
"MOH","15-16","Program","100","299"
"MOH","12-13","Program","955","0"
"MOH","13-14","Program","955","39"
"MOH","14-15","Program","955","15"
"MOH","15-16","Program","955","48"
"MOH","12-13","Program","461","11"
"MOH","13-14","Program","461","15"
"MOH","14-15","Program","461","17"
"MOH","15-16","Program","461","19"
"MOH","12-13","Program","956","116"
"MOH","13-14","Program","956","132"
"MOH","14-15","Program","956","133"
"MOH","15-16","Program","956","154"
"MOH","12-13","Program","957","81"
"MOH","13-14","Program","957","75"
"MOH","14-15","Program","957","94"
"MOH","15-16","Program","957","93"
"MOH","12-13","Program","109","120"
"MOH","13-14","Program","109","137"
"MOH","14-15","Program","109","130"
"MOH","15-16","Program","109","112"
"MOH","12-13","Program","110","51"
"MOH","13-14","Program","110","47"
"MOH","14-15","Program","110","0"
"MOH","15-16","Program","110","48"
"MOH","12-13","Program","111","120"
"MOH","13-14","Program","111","117"
"MOH","14-15","Program","111","101"
"MOH","15-16","Program","111","86"
"MOH","12-13","Program","112","235"
"MOH","13-14","Program","112","211"
"MOH","14-15","Program","112","209"
"MOH","15-16","Program","112","217"
"MOH","12-13","Program","117",
"MOH","13-14","Program","117","0"
"MOH","14-15","Program","117","135"
"MOH","15-16","Program","117","249"
"MOH","12-13","Program","121","92"
"MOH","13-14","Program","121","99"
"MOH","14-15","Program","121","102"
"MOH","15-16","Program","121","105"
"MOH","12-13","Program","167","58"
"MOH","13-14","Program","167","65"
"MOH","14-15","Program","167","69"
"MOH","15-16","Program","167","70"
"MOH","12-13","Program","123","372"
"MOH","13-14","Program","123","442"
"MOH","14-15","Program","123","435"
"MOH","15-16","Program","123","457"
"MOH","12-13","Program","223","29"
"MOH","13-14","Program","223","42"
"MOH","14-15","Program","223","50"
"MOH","15-16","Program","223","72"
"MOH","12-13","Program","125","332"
"MOH","13-14","Program","125","304"
"MOH","14-15","Program","125","358"
"MOH","15-16","Program","125","340"
"MOH","12-13","Program","356","232"
"MOH","13-14","Program","356","236"
"MOH","14-15","Program","356","245"
"MOH","15-16","Program","356","236"
"MOH","12-13","Program","958","25"
"MOH","13-14","Program","958","41"
"MOH","14-15","Program","958","44"
"MOH","15-16","Program","958","35"
"MOH","12-13","Program","959","71"
"MOH","13-14","Program","959","46"
"MOH","14-15","Program","959","47"
"MOH","15-16","Program","959","33"
"MOH","12-13","Program","394","90"
"MOH","13-14","Program","394","98"
"MOH","14-15","Program","394","72"
"MOH","15-16","Program","394","56"
"MOH","12-13","Program","130","33"
"MOH","13-14","Program","130","42"
"MOH","14-15","Program","130","38"
"MOH","15-16","Program","130","37"
"MOH","12-13","Program","960","55"
"MOH","13-14","Program","960","74"
"MOH","14-15","Program","960","86"
"MOH","15-16","Program","960","94"
"MOH","12-13","Program","132","132"
"MOH","13-14","Program","132","127"
"MOH","14-15","Program","132","56"
"MOH","15-16","Program","132","0"
"MOH","12-13","Program","259","52"
"MOH","13-14","Program","259","123"
"MOH","14-15","Program","259","148"
"MOH","15-16","Program","259","147"
"MOH","12-13","Program","961","68"
"MOH","13-14","Program","961","86"
"MOH","14-15","Program","961","81"
"MOH","15-16","Program","961","88"
"MOH","12-13","Program","136","289"
"MOH","13-14","Program","136","289"
"MOH","14-15","Program","136","299"
"MOH","15-16","Program","136","320"
"MOH","12-13","Program","141","173"
"MOH","13-14","Program","141","160"
"MOH","14-15","Program","141","153"
"MOH","15-16","Program","141","127"
"MOH","12-13","Program","962","112"
"MOH","13-14","Program","962","98"
"MOH","14-15","Program","962","97"
"MOH","15-16","Program","962","90"
"MOH","12-13","Program","963","73"
"MOH","13-14","Program","963","67"
"MOH","14-15","Program","963","42"
"MOH","15-16","Program","963","48"
"MOH","12-13","Program","964","44"
"MOH","13-14","Program","964","20"
"MOH","14-15","Program","964","32"
"MOH","15-16","Program","964","28"
"NIA","12-13","Program","752","76"
"NIA","13-14","Program","752","73"
"NIA","14-15","Program","752","69"
"NIA","15-16","Program","752","74"
"NIA","12-13","Program","2","15"
"NIA","13-14","Program","2","0"
"NIA","14-15","Program","2","12"
"NIA","15-16","Program","2","18"
"NIA","12-13","Program","965","14"
"NIA","13-14","Program","965",
"NIA","14-15","Program","965",
"NIA","15-16","Program","965",
"NIA","12-13","Program","966","23"
"NIA","13-14","Program","966","22"
"NIA","14-15","Program","966","27"
"NIA","15-16","Program","966","18"
"NIA","12-13","Program","967","39"
"NIA","13-14","Program","967","39"
"NIA","14-15","Program","967","25"
"NIA","15-16","Program","967","25"
"NIA","12-13","Program","968","28"
"NIA","13-14","Program","968","27"
"NIA","14-15","Program","968","28"
"NIA","15-16","Program","968","27"
"NIA","12-13","Program","677","146"
"NIA","13-14","Program","677","153"
"NIA","14-15","Program","677","144"
"NIA","15-16","Program","677",
"NIA","12-13","Program","969","174"
"NIA","13-14","Program","969","173"
"NIA","14-15","Program","969","208"
"NIA","15-16","Program","969",
"NIA","12-13","Program","678",
"NIA","13-14","Program","678",
"NIA","14-15","Program","678",
"NIA","15-16","Program","678","146"
"NIA","12-13","Program","970",
"NIA","13-14","Program","970",
"NIA","14-15","Program","970",
"NIA","15-16","Program","970","193"
"NIA","12-13","Program","971",
"NIA","13-14","Program","971","24"
"NIA","14-15","Program","971","45"
"NIA","15-16","Program","971","47"
"NIA","12-13","Program","972","53"
"NIA","13-14","Program","972","47"
"NIA","14-15","Program","972","59"
"NIA","15-16","Program","972","68"
"NIA","12-13","Program","973","263"
"NIA","13-14","Program","973","256"
"NIA","14-15","Program","973","257"
"NIA","15-16","Program","973","260"
"NIA","12-13","Program","24","150"
"NIA","13-14","Program","24","162"
"NIA","14-15","Program","24","141"
"NIA","15-16","Program","24","146"
"NIA","12-13","Program","25","149"
"NIA","13-14","Program","25","174"
"NIA","14-15","Program","25","135"
"NIA","15-16","Program","25","126"
"NIA","12-13","Program","281","57"
"NIA","13-14","Program","281","57"
"NIA","14-15","Program","281","36"
"NIA","15-16","Program","281","37"
"NIA","12-13","Program","974","119"
"NIA","13-14","Program","974","126"
"NIA","14-15","Program","974","125"
"NIA","15-16","Program","974","117"
"NIA","12-13","Program","29","25"
"NIA","13-14","Program","29","24"
"NIA","14-15","Program","29","32"
"NIA","15-16","Program","29","22"
"NIA","12-13","Program","975","112"
"NIA","13-14","Program","975","123"
"NIA","14-15","Program","975","104"
"NIA","15-16","Program","975","99"
"NIA","12-13","Program","31","47"
"NIA","13-14","Program","31","52"
"NIA","14-15","Program","31","55"
"NIA","15-16","Program","31","50"
"NIA","12-13","Program","32","50"
"NIA","13-14","Program","32","51"
"NIA","14-15","Program","32","47"
"NIA","15-16","Program","32","44"
"NIA","12-13","Program","33","72"
"NIA","13-14","Program","33","64"
"NIA","14-15","Program","33","78"
"NIA","15-16","Program","33","67"
"NIA","12-13","Program","496","58"
"NIA","13-14","Program","496","64"
"NIA","14-15","Program","496","67"
"NIA","15-16","Program","496","63"
"NIA","12-13","Program","497","71"
"NIA","13-14","Program","497","71"
"NIA","14-15","Program","497","68"
"NIA","15-16","Program","497","60"
"NIA","12-13","Program","39","160"
"NIA","13-14","Program","39","170"
"NIA","14-15","Program","39","168"
"NIA","15-16","Program","39","175"
"NIA","12-13","Program","189","51"
"NIA","13-14","Program","189","45"
"NIA","14-15","Program","189","50"
"NIA","15-16","Program","189","59"
"NIA","12-13","Program","41","138"
"NIA","13-14","Program","41","141"
"NIA","14-15","Program","41","140"
"NIA","15-16","Program","41","133"
"NIA","12-13","Program","976","0"
"NIA","13-14","Program","976","0"
"NIA","14-15","Program","976","0"
"NIA","15-16","Program","976","67"
"NIA","12-13","Program","977","23"
"NIA","13-14","Program","977","27"
"NIA","14-15","Program","977","40"
"NIA","15-16","Program","977","40"
"NIA","12-13","Program","43","49"
"NIA","13-14","Program","43","58"
"NIA","14-15","Program","43","57"
"NIA","15-16","Program","43","58"
"NIA","12-13","Program","190","74"
"NIA","13-14","Program","190","85"
"NIA","14-15","Program","190","85"
"NIA","15-16","Program","190","99"
"NIA","12-13","Program","44","52"
"NIA","13-14","Program","44","53"
"NIA","14-15","Program","44","57"
"NIA","15-16","Program","44","64"
"NIA","12-13","Program","695","122"
"NIA","13-14","Program","695","116"
"NIA","14-15","Program","695","118"
"NIA","15-16","Program","695","112"
"NIA","12-13","Program","48","28"
"NIA","13-14","Program","48","22"
"NIA","14-15","Program","48","29"
"NIA","15-16","Program","48","20"
"NIA","12-13","Program","978","30"
"NIA","13-14","Program","978","59"
"NIA","14-15","Program","978","71"
"NIA","15-16","Program","978","63"
"NIA","12-13","Program","50","284"
"NIA","13-14","Program","50","279"
"NIA","14-15","Program","50","287"
"NIA","15-16","Program","50","264"
"NIA","12-13","Program","51","69"
"NIA","13-14","Program","51","60"
"NIA","14-15","Program","51","54"
"NIA","15-16","Program","51","82"
"NIA","12-13","Program","979","54"
"NIA","13-14","Program","979","48"
"NIA","14-15","Program","979","47"
"NIA","15-16","Program","979","52"
"NIA","12-13","Program","53","106"
"NIA","13-14","Program","53","101"
"NIA","14-15","Program","53","101"
"NIA","15-16","Program","53","107"
"NIA","12-13","Program","701","22"
"NIA","13-14","Program","701","29"
"NIA","14-15","Program","701","19"
"NIA","15-16","Program","701","28"
"NIA","12-13","Program","507","76"
"NIA","13-14","Program","507","72"
"NIA","14-15","Program","507","69"
"NIA","15-16","Program","507","60"
"NIA","12-13","Program","57","249"
"NIA","13-14","Program","57","229"
"NIA","14-15","Program","57","233"
"NIA","15-16","Program","57","258"
"NIA","12-13","Program","980",
"NIA","13-14","Program","980","12"
"NIA","14-15","Program","980",
"NIA","15-16","Program","980",
"NIA","12-13","Program","981","50"
"NIA","13-14","Program","981","38"
"NIA","14-15","Program","981","31"
"NIA","15-16","Program","981","43"
"NIA","12-13","Program","982","202"
"NIA","13-14","Program","982","185"
"NIA","14-15","Program","982","178"
"NIA","15-16","Program","982","158"
"NIA","12-13","Program","58","70"
"NIA","13-14","Program","58","79"
"NIA","14-15","Program","58","67"
"NIA","15-16","Program","58","68"
"NIA","12-13","Program","59","136"
"NIA","13-14","Program","59","164"
"NIA","14-15","Program","59","179"
"NIA","15-16","Program","59","176"
"NIA","12-13","Program","156","46"
"NIA","13-14","Program","156","67"
"NIA","14-15","Program","156","69"
"NIA","15-16","Program","156","79"
"NIA","12-13","Program","310","20"
"NIA","13-14","Program","310","17"
"NIA","14-15","Program","310","15"
"NIA","15-16","Program","310","11"
"NIA","12-13","Program","311","63"
"NIA","13-14","Program","311","61"
"NIA","14-15","Program","311","55"
"NIA","15-16","Program","311","69"
"NIA","12-13","Program","983","55"
"NIA","13-14","Program","983","53"
"NIA","14-15","Program","983","52"
"NIA","15-16","Program","983","49"
"NIA","12-13","Program","984","66"
"NIA","13-14","Program","984","73"
"NIA","14-15","Program","984","83"
"NIA","15-16","Program","984","90"
"NIA","12-13","Program","64","90"
"NIA","13-14","Program","64","94"
"NIA","14-15","Program","64","67"
"NIA","15-16","Program","64","57"
"NIA","12-13","Program","65","32"
"NIA","13-14","Program","65","37"
"NIA","14-15","Program","65","31"
"NIA","15-16","Program","65","29"
"NIA","12-13","Program","985","17"
"NIA","13-14","Program","985","21"
"NIA","14-15","Program","985","22"
"NIA","15-16","Program","985","30"
"NIA","12-13","Program","66","128"
"NIA","13-14","Program","66","136"
"NIA","14-15","Program","66","123"
"NIA","15-16","Program","66","132"
"NIA","12-13","Program","70","94"
"NIA","13-14","Program","70","110"
"NIA","14-15","Program","70","114"
"NIA","15-16","Program","70","125"
"NIA","12-13","Program","71","237"
"NIA","13-14","Program","71","366"
"NIA","14-15","Program","71","302"
"NIA","15-16","Program","71","66"
"NIA","12-13","Program","73","180"
"NIA","13-14","Program","73","240"
"NIA","14-15","Program","73","164"
"NIA","15-16","Program","73","125"
"NIA","12-13","Program","986","39"
"NIA","13-14","Program","986","40"
"NIA","14-15","Program","986","39"
"NIA","15-16","Program","986","37"
"NIA","12-13","Program","76","151"
"NIA","13-14","Program","76","154"
"NIA","14-15","Program","76","128"
"NIA","15-16","Program","76","125"
"NIA","12-13","Program","987","50"
"NIA","13-14","Program","987","48"
"NIA","14-15","Program","987","39"
"NIA","15-16","Program","987","60"
"NIA","12-13","Program","640",
"NIA","13-14","Program","640",
"NIA","14-15","Program","640","21"
"NIA","15-16","Program","640","36"
"NIA","12-13","Program","988","46"
"NIA","13-14","Program","988","46"
"NIA","14-15","Program","988","0"
"NIA","15-16","Program","988","0"
"NIA","12-13","Program","989","79"
"NIA","13-14","Program","989","87"
"NIA","14-15","Program","989","94"
"NIA","15-16","Program","989","101"
"NIA","12-13","Program","442","90"
"NIA","13-14","Program","442","66"
"NIA","14-15","Program","442","79"
"NIA","15-16","Program","442","76"
"NIA","12-13","Program","203","213"
"NIA","13-14","Program","203","227"
"NIA","14-15","Program","203","218"
"NIA","15-16","Program","203","216"
"NIA","12-13","Program","83","63"
"NIA","13-14","Program","83","68"
"NIA","14-15","Program","83","64"
"NIA","15-16","Program","83","69"
"NIA","12-13","Program","88","44"
"NIA","13-14","Program","88","34"
"NIA","14-15","Program","88","69"
"NIA","15-16","Program","88","76"
"NIA","12-13","Program","90","71"
"NIA","13-14","Program","90","83"
"NIA","14-15","Program","90","71"
"NIA","15-16","Program","90","62"
"NIA","12-13","Program","990",
"NIA","13-14","Program","990",
"NIA","14-15","Program","990","14"
"NIA","15-16","Program","990",
"NIA","12-13","Program","812","54"
"NIA","13-14","Program","812","50"
"NIA","14-15","Program","812","53"
"NIA","15-16","Program","812","48"
"NIA","12-13","Program","917","103"
"NIA","13-14","Program","917","93"
"NIA","14-15","Program","917","104"
"NIA","15-16","Program","917","207"
"NIA","12-13","Program","595","112"
"NIA","13-14","Program","595","114"
"NIA","14-15","Program","595","132"
"NIA","15-16","Program","595","46"
"NIA","12-13","Program","92","96"
"NIA","13-14","Program","92","103"
"NIA","14-15","Program","92","87"
"NIA","15-16","Program","92","86"
"NIA","12-13","Program","387","22"
"NIA","13-14","Program","387","18"
"NIA","14-15","Program","387","28"
"NIA","15-16","Program","387","23"
"NIA","12-13","Program","100","99"
"NIA","13-14","Program","100","122"
"NIA","14-15","Program","100","137"
"NIA","15-16","Program","100","165"
"NIA","12-13","Program","601","91"
"NIA","13-14","Program","601","85"
"NIA","14-15","Program","601","104"
"NIA","15-16","Program","601","153"
"NIA","12-13","Program","991",
"NIA","13-14","Program","991",
"NIA","14-15","Program","991","11"
"NIA","15-16","Program","991",
"NIA","12-13","Program","992","46"
"NIA","13-14","Program","992","37"
"NIA","14-15","Program","992","36"
"NIA","15-16","Program","992","32"
"NIA","12-13","Program","255","43"
"NIA","13-14","Program","255","55"
"NIA","14-15","Program","255","55"
"NIA","15-16","Program","255","55"
"NIA","12-13","Program","109","66"
"NIA","13-14","Program","109","56"
"NIA","14-15","Program","109","50"
"NIA","15-16","Program","109","54"
"NIA","12-13","Program","112","57"
"NIA","13-14","Program","112",
"NIA","14-15","Program","112","91"
"NIA","15-16","Program","112","108"
"NIA","12-13","Program","112",
"NIA","13-14","Program","112","100"
"NIA","14-15","Program","112",
"NIA","15-16","Program","112",
"NIA","12-13","Program","993","0"
"NIA","13-14","Program","993","0"
"NIA","14-15","Program","993","0"
"NIA","15-16","Program","993","235"
"NIA","12-13","Program","118","101"
"NIA","13-14","Program","118","92"
"NIA","14-15","Program","118","102"
"NIA","15-16","Program","118","93"
"NIA","12-13","Program","121","75"
"NIA","13-14","Program","121","69"
"NIA","14-15","Program","121","60"
"NIA","15-16","Program","121","66"
"NIA","12-13","Program","167","72"
"NIA","13-14","Program","167","77"
"NIA","14-15","Program","167","74"
"NIA","15-16","Program","167","76"
"NIA","12-13","Program","994","15"
"NIA","13-14","Program","994","16"
"NIA","14-15","Program","994","12"
"NIA","15-16","Program","994","14"
"NIA","12-13","Program","995","61"
"NIA","13-14","Program","995","59"
"NIA","14-15","Program","995","75"
"NIA","15-16","Program","995","67"
"NIA","12-13","Program","123","495"
"NIA","13-14","Program","123","456"
"NIA","14-15","Program","123","370"
"NIA","15-16","Program","123","332"
"NIA","12-13","Program","125","251"
"NIA","13-14","Program","125","274"
"NIA","14-15","Program","125","292"
"NIA","15-16","Program","125","354"
"NIA","12-13","Program","739","55"
"NIA","13-14","Program","739","42"
"NIA","14-15","Program","739","19"
"NIA","15-16","Program","739","17"
"NIA","12-13","Program","170","243"
"NIA","13-14","Program","170","295"
"NIA","14-15","Program","170","281"
"NIA","15-16","Program","170","236"
"NIA","12-13","Program","394",
"NIA","13-14","Program","394",
"NIA","14-15","Program","394","16"
"NIA","15-16","Program","394","21"
"NIA","12-13","Program","130","26"
"NIA","13-14","Program","130","37"
"NIA","14-15","Program","130","30"
"NIA","15-16","Program","130","37"
"NIA","12-13","Program","132","52"
"NIA","13-14","Program","132","51"
"NIA","14-15","Program","132","56"
"NIA","15-16","Program","132","58"
"NIA","12-13","Program","259","103"
"NIA","13-14","Program","259","111"
"NIA","14-15","Program","259","112"
"NIA","15-16","Program","259","138"
"NIA","12-13","Program","539",
"NIA","13-14","Program","539","0"
"NIA","14-15","Program","539",
"NIA","15-16","Program","539","80"
"NIA","12-13","Program","607","67"
"NIA","13-14","Program","607","55"
"NIA","14-15","Program","607","52"
"NIA","15-16","Program","607","49"
"NIA","12-13","Program","996","73"
"NIA","13-14","Program","996","77"
"NIA","14-15","Program","996","78"
"NIA","15-16","Program","996","92"
"NIA","12-13","Program","905","22"
"NIA","13-14","Program","905","20"
"NIA","14-15","Program","905","27"
"NIA","15-16","Program","905","21"
"NIA","12-13","Program","136","135"
"NIA","13-14","Program","136","127"
"NIA","14-15","Program","136","134"
"NIA","15-16","Program","136","130"
"NIA","12-13","Program","543","41"
"NIA","13-14","Program","543","65"
"NIA","14-15","Program","543","104"
"NIA","15-16","Program","543","123"
"NIA","12-13","Program","997","99"
"NIA","13-14","Program","997","108"
"NIA","14-15","Program","997","81"
"NIA","15-16","Program","997","74"
"NIA","12-13","Program","998","69"
"NIA","13-14","Program","998","80"
"NIA","14-15","Program","998","91"
"NIA","15-16","Program","998","108"
"NIA","12-13","Program","396","13"
"NIA","13-14","Program","396","11"
"NIA","14-15","Program","396",
"NIA","15-16","Program","396",
"NIA","12-13","Program","999","37"
"NIA","13-14","Program","999","24"
"NIA","14-15","Program","999","30"
"NIA","15-16","Program","999","36"
"NIA","12-13","Program","1000","64"
"NIA","13-14","Program","1000","60"
"NIA","14-15","Program","1000","70"
"NIA","15-16","Program","1000","74"
"NOR","12-13","Program","1001","20"
"NOR","13-14","Program","1001","23"
"NOR","14-15","Program","1001","18"
"NOR","15-16","Program","1001","14"
"NOR","12-13","Program","9",
"NOR","13-14","Program","9",
"NOR","14-15","Program","9",
"NOR","15-16","Program","9",
"NOR","12-13","Program","1002",
"NOR","13-14","Program","1002",
"NOR","14-15","Program","1002",
"NOR","15-16","Program","1002",
"NOR","12-13","Program","24",
"NOR","13-14","Program","24",
"NOR","14-15","Program","24",
"NOR","15-16","Program","24",
"NOR","12-13","Program","25","20"
"NOR","13-14","Program","25","20"
"NOR","14-15","Program","25","22"
"NOR","15-16","Program","25","19"
"NOR","12-13","Program","27",
"NOR","13-14","Program","27",
"NOR","14-15","Program","27",
"NOR","15-16","Program","27",
"NOR","12-13","Program","28",
"NOR","13-14","Program","28",
"NOR","14-15","Program","28",
"NOR","15-16","Program","28",
"NOR","12-13","Program","29","20"
"NOR","13-14","Program","29",
"NOR","14-15","Program","29",
"NOR","15-16","Program","29",
"NOR","12-13","Program","31",
"NOR","13-14","Program","31",
"NOR","14-15","Program","31",
"NOR","15-16","Program","31",
"NOR","12-13","Program","1003",
"NOR","13-14","Program","1003",
"NOR","14-15","Program","1003",
"NOR","15-16","Program","1003",
"NOR","12-13","Program","1004",
"NOR","13-14","Program","1004",
"NOR","14-15","Program","1004",
"NOR","15-16","Program","1004",
"NOR","12-13","Program","39","18"
"NOR","13-14","Program","39",
"NOR","14-15","Program","39",
"NOR","15-16","Program","39",
"NOR","12-13","Program","40","29"
"NOR","13-14","Program","40","26"
"NOR","14-15","Program","40","27"
"NOR","15-16","Program","40","21"
"NOR","12-13","Program","153","159"
"NOR","13-14","Program","153","137"
"NOR","14-15","Program","153","145"
"NOR","15-16","Program","153","159"
"NOR","12-13","Program","692",
"NOR","13-14","Program","692",
"NOR","14-15","Program","692",
"NOR","15-16","Program","692",
"NOR","12-13","Program","1005",
"NOR","13-14","Program","1005",
"NOR","14-15","Program","1005",
"NOR","15-16","Program","1005",
"NOR","12-13","Program","1006",
"NOR","13-14","Program","1006",
"NOR","14-15","Program","1006",
"NOR","15-16","Program","1006",
"NOR","12-13","Program","1007",
"NOR","13-14","Program","1007","16"
"NOR","14-15","Program","1007","16"
"NOR","15-16","Program","1007","12"
"NOR","12-13","Program","977","24"
"NOR","13-14","Program","977","28"
"NOR","14-15","Program","977","14"
"NOR","15-16","Program","977","16"
"NOR","12-13","Program","1008",
"NOR","13-14","Program","1008",
"NOR","14-15","Program","1008",
"NOR","15-16","Program","1008",
"NOR","12-13","Program","1009","11"
"NOR","13-14","Program","1009",
"NOR","14-15","Program","1009",
"NOR","15-16","Program","1009",
"NOR","12-13","Program","54","24"
"NOR","13-14","Program","54","22"
"NOR","14-15","Program","54","15"
"NOR","15-16","Program","54",
"NOR","12-13","Program","57","24"
"NOR","13-14","Program","57","20"
"NOR","14-15","Program","57","25"
"NOR","15-16","Program","57","26"
"NOR","12-13","Program","380","18"
"NOR","13-14","Program","380",
"NOR","14-15","Program","380",
"NOR","15-16","Program","380",
"NOR","12-13","Program","428",
"NOR","13-14","Program","428",
"NOR","14-15","Program","428",
"NOR","15-16","Program","428",
"NOR","12-13","Program","58","61"
"NOR","13-14","Program","58","71"
"NOR","14-15","Program","58","64"
"NOR","15-16","Program","58","77"
"NOR","12-13","Program","59","10"
"NOR","13-14","Program","59",
"NOR","14-15","Program","59",
"NOR","15-16","Program","59","14"
"NOR","12-13","Program","1010",
"NOR","13-14","Program","1010",
"NOR","14-15","Program","1010",
"NOR","15-16","Program","1010","16"
"NOR","12-13","Program","1010",
"NOR","13-14","Program","1010",
