"School","Year","Level","Metric","Value","Headcount"
"TOR","14-15","U","Country","JAPA",178
"TOR","15-16","U","Country","JAPA",182
"TOR","15-16","G","Country","JAPA",41
"TOR","12-13","U","Country","JORD",104
"TOR","12-13","G","Country","JORD",15
"TOR","13-14","U","Country","JORD",99
"TOR","13-14","G","Country","JORD",23
"TOR","14-15","G","Country","JORD",18
"TOR","14-15","U","Country","JORD",95
"TOR","15-16","U","Country","JORD",103
"TOR","15-16","G","Country","JORD",16
"TOR","12-13","U","Country","KAZA",71
"TOR","13-14","U","Country","KAZA",68
"TOR","13-14","G","Country","KAZA",10
"TOR","14-15","G","Country","KAZA",11
"TOR","14-15","U","Country","KAZA",65
"TOR","15-16","U","Country","KAZA",63
"TOR","12-13","U","Country","KENY",29
"TOR","12-13","G","Country","KENY",15
"TOR","13-14","U","Country","KENY",33
"TOR","13-14","G","Country","KENY",15
"TOR","14-15","G","Country","KENY",15
"TOR","14-15","U","Country","KENY",46
"TOR","15-16","U","Country","KENY",53
"TOR","15-16","G","Country","KENY",10
"TOR","12-13","U","Country","KOSO",1319
"TOR","12-13","G","Country","KOSO",173
"TOR","13-14","U","Country","KOSO",1205
"TOR","13-14","G","Country","KOSO",202
"TOR","14-15","G","Country","KOSO",183
"TOR","14-15","U","Country","KOSO",1153
"TOR","15-16","U","Country","KOSO",1072
"TOR","15-16","G","Country","KOSO",192
"TOR","12-13","U","Country","KUWA",26
"TOR","13-14","U","Country","KUWA",25
"TOR","14-15","U","Country","KUWA",20
"TOR","15-16","U","Country","KUWA",27
"TOR","12-13","U","Country","LEBA",65
"TOR","12-13","G","Country","LEBA",24
"TOR","13-14","U","Country","LEBA",77
"TOR","13-14","G","Country","LEBA",22
"TOR","14-15","G","Country","LEBA",25
"TOR","14-15","U","Country","LEBA",74
"TOR","15-16","U","Country","LEBA",81
"TOR","15-16","G","Country","LEBA",28
"TOR","12-13","U","Country","MACA",20
"TOR","13-14","U","Country","MACA",15
"TOR","14-15","U","Country","MACA",17
"TOR","15-16","U","Country","MACA",16
"TOR","12-13","U","Country","MALA",245
"TOR","12-13","G","Country","MALA",12
"TOR","13-14","U","Country","MALA",206
"TOR","13-14","G","Country","MALA",14
"TOR","14-15","G","Country","MALA",12
"TOR","14-15","U","Country","MALA",188
"TOR","15-16","U","Country","MALA",161
"TOR","15-16","G","Country","MALA",16
"TOR","12-13","U","Country","MAUR",74
"TOR","13-14","U","Country","MAUR",66
"TOR","14-15","G","Country","MAUR",10
"TOR","14-15","U","Country","MAUR",67
"TOR","15-16","U","Country","MAUR",53
"TOR","15-16","G","Country","MAUR",11
"TOR","12-13","U","Country","MEXI",55
"TOR","12-13","G","Country","MEXI",59
"TOR","13-14","U","Country","MEXI",62
"TOR","13-14","G","Country","MEXI",68
"TOR","14-15","G","Country","MEXI",56
"TOR","14-15","U","Country","MEXI",59
"TOR","15-16","U","Country","MEXI",59
"TOR","15-16","G","Country","MEXI",69
"TOR","12-13","U","Country","MROF",10
"TOR","15-16","U","Country","MONG",11
"TOR","12-13","U","Country","MORO",10
"TOR","15-16","U","Country","MORO",13
"TOR","12-13","U","Country","NEPA",24
"TOR","12-13","G","Country","NEPA",14
"TOR","13-14","U","Country","NEPA",25
"TOR","13-14","G","Country","NEPA",13
"TOR","14-15","G","Country","NEPA",16
"TOR","14-15","U","Country","NEPA",28
"TOR","15-16","U","Country","NEPA",29
"TOR","15-16","G","Country","NEPA",12
"TOR","12-13","U","Country","NETH",36
"TOR","12-13","G","Country","NETH",12
"TOR","13-14","U","Country","NETH",29
"TOR","13-14","G","Country","NETH",16
"TOR","14-15","G","Country","NETH",10
"TOR","14-15","U","Country","NETH",27
"TOR","15-16","U","Country","NETH",27
"TOR","15-16","G","Country","NETH",12
"TOR","12-13","U","Country","NEZE",20
"TOR","12-13","G","Country","NEZE",14
"TOR","13-14","U","Country","NEZE",25
"TOR","13-14","G","Country","NEZE",16
"TOR","14-15","G","Country","NEZE",16
"TOR","14-15","U","Country","NEZE",25
"TOR","15-16","U","Country","NEZE",32
"TOR","12-13","U","Country","NIGE",211
"TOR","12-13","G","Country","NIGE",29
"TOR","13-14","U","Country","NIGE",222
"TOR","13-14","G","Country","NIGE",38
"TOR","14-15","G","Country","NIGE",43
"TOR","14-15","U","Country","NIGE",238
"TOR","15-16","U","Country","NIGE",278
"TOR","15-16","G","Country","NIGE",47
"TOR","12-13","U","Country","NORW",15
"TOR","13-14","U","Country","NORW",15
"TOR","14-15","U","Country","NORW",13
"TOR","15-16","U","Country","NORW",11
"TOR","12-13","U","Country","OMAN",15
"TOR","13-14","U","Country","OMAN",17
"TOR","14-15","U","Country","OMAN",18
"TOR","15-16","U","Country","OMAN",24
"TOR","12-13","U","Country","PAKI",613
"TOR","12-13","G","Country","PAKI",75
"TOR","13-14","U","Country","PAKI",618
"TOR","13-14","G","Country","PAKI",74
"TOR","14-15","G","Country","PAKI",86
"TOR","14-15","U","Country","PAKI",637
"TOR","15-16","U","Country","PAKI",648
"TOR","15-16","G","Country","PAKI",96
"TOR","12-13","U","Country","PTOC",25
"TOR","13-14","U","Country","PTOC",33
"TOR","14-15","U","Country","PTOC",24
"TOR","15-16","U","Country","PTOC",22
"TOR","12-13","U","Country","PANA",12
"TOR","13-14","U","Country","PANA",12
"TOR","14-15","U","Country","PANA",11
"TOR","15-16","U","Country","PANA",12
"TOR","12-13","U","Country","PERU",27
"TOR","12-13","G","Country","PERU",11
"TOR","13-14","U","Country","PERU",36
"TOR","13-14","G","Country","PERU",16
"TOR","14-15","G","Country","PERU",22
"TOR","14-15","U","Country","PERU",32
"TOR","15-16","U","Country","PERU",28
"TOR","15-16","G","Country","PERU",34
"TOR","12-13","U","Country","PHIL",304
"TOR","12-13","G","Country","PHIL",24
"TOR","13-14","U","Country","PHIL",303
"TOR","13-14","G","Country","PHIL",26
"TOR","14-15","G","Country","PHIL",26
"TOR","14-15","U","Country","PHIL",305
"TOR","15-16","U","Country","PHIL",282
"TOR","15-16","G","Country","PHIL",23
"TOR","12-13","U","Country","POLA",32
"TOR","12-13","G","Country","POLA",16
"TOR","13-14","U","Country","POLA",32
"TOR","13-14","G","Country","POLA",22
"TOR","14-15","G","Country","POLA",19
"TOR","14-15","U","Country","POLA",30
"TOR","15-16","U","Country","POLA",27
"TOR","15-16","G","Country","POLA",18
"TOR","12-13","U","Country","PORT",16
"TOR","13-14","U","Country","PORT",17
"TOR","14-15","G","Country","PORT",11
"TOR","14-15","U","Country","PORT",15
"TOR","15-16","U","Country","PORT",17
"TOR","12-13","U","Country","ROMA",27
"TOR","12-13","G","Country","ROMA",35
"TOR","13-14","U","Country","ROMA",27
"TOR","13-14","G","Country","ROMA",32
"TOR","14-15","G","Country","ROMA",27
"TOR","14-15","U","Country","ROMA",28
"TOR","15-16","U","Country","ROMA",22
"TOR","15-16","G","Country","ROMA",18
"TOR","12-13","G","Country","RUSS",21
"TOR","13-14","G","Country","RUSS",20
"TOR","12-13","U","Country","RUFE",108
"TOR","12-13","G","Country","RUFE",29
"TOR","13-14","U","Country","RUFE",138
"TOR","13-14","G","Country","RUFE",34
"TOR","14-15","G","Country","RUFE",52
"TOR","14-15","U","Country","RUFE",165
"TOR","15-16","U","Country","RUFE",176
"TOR","15-16","G","Country","RUFE",39
"TOR","12-13","U","Country","RWAN",17
"TOR","13-14","U","Country","RWAN",18
"TOR","14-15","U","Country","RWAN",17
"TOR","15-16","U","Country","RWAN",14
"TOR","12-13","U","Country","SAAR",173
"TOR","12-13","G","Country","SAAR",26
"TOR","13-14","U","Country","SAAR",170
"TOR","13-14","G","Country","SAAR",32
"TOR","14-15","G","Country","SAAR",47
"TOR","14-15","U","Country","SAAR",193
"TOR","15-16","U","Country","SAAR",201
"TOR","15-16","G","Country","SAAR",55
"TOR","12-13","U","Country","SING",108
"TOR","12-13","G","Country","SING",27
"TOR","13-14","U","Country","SING",121
"TOR","13-14","G","Country","SING",30
"TOR","14-15","G","Country","SING",24
"TOR","14-15","U","Country","SING",118
"TOR","15-16","U","Country","SING",136
"TOR","15-16","G","Country","SING",21
"TOR","12-13","U","Country","SOMA",14
"TOR","13-14","U","Country","SOMA",10
"TOR","14-15","U","Country","SOMA",11
"TOR","12-13","U","Country","SOAF",21
"TOR","13-14","U","Country","SOAF",29
"TOR","14-15","G","Country","SOAF",14
"TOR","14-15","U","Country","SOAF",38
"TOR","15-16","U","Country","SOAF",31
"TOR","15-16","G","Country","SOAF",15
"TOR","12-13","U","Country","SPAI",27
"TOR","12-13","G","Country","SPAI",12
"TOR","13-14","U","Country","SPAI",31
"TOR","14-15","U","Country","SPAI",34
"TOR","15-16","U","Country","SPAI",34
"TOR","15-16","G","Country","SPAI",12
"TOR","12-13","U","Country","SRLA",191
"TOR","12-13","G","Country","SRLA",26
"TOR","13-14","U","Country","SRLA",202
"TOR","13-14","G","Country","SRLA",28
"TOR","14-15","G","Country","SRLA",24
"TOR","14-15","U","Country","SRLA",178
"TOR","15-16","U","Country","SRLA",165
"TOR","15-16","G","Country","SRLA",21
"TOR","15-16","U","Country","STLU",11
"TOR","12-13","U","Country","SUDA",26
"TOR","13-14","U","Country","SUDA",24
"TOR","14-15","U","Country","SUDA",20
"TOR","15-16","U","Country","SUDA",19
"TOR","12-13","U","Country","SWED",17
"TOR","13-14","U","Country","SWED",18
"TOR","14-15","U","Country","SWED",16
"TOR","15-16","U","Country","SWED",12
"TOR","12-13","U","Country","SWIT",22
"TOR","12-13","G","Country","SWIT",10
"TOR","13-14","U","Country","SWIT",20
"TOR","13-14","G","Country","SWIT",11
"TOR","14-15","U","Country","SWIT",27
"TOR","15-16","U","Country","SWIT",32
"TOR","12-13","U","Country","SYRI",38
"TOR","13-14","U","Country","SYRI",38
"TOR","14-15","U","Country","SYRI",43
"TOR","15-16","U","Country","SYRI",42
"TOR","15-16","G","Country","SYRI",11
"TOR","12-13","U","Country","TAIW",368
"TOR","12-13","G","Country","TAIW",69
"TOR","13-14","U","Country","TAIW",391
"TOR","13-14","G","Country","TAIW",71
"TOR","14-15","G","Country","TAIW",58
"TOR","14-15","U","Country","TAIW",388
"TOR","15-16","U","Country","TAIW",398
"TOR","15-16","G","Country","TAIW",55
"TOR","12-13","U","Country","TURO",24
"TOR","13-14","U","Country","TURO",19
"TOR","14-15","U","Country","TURO",20
"TOR","15-16","U","Country","TURO",27
"TOR","12-13","U","Country","THAI",46
"TOR","12-13","G","Country","THAI",11
"TOR","13-14","U","Country","THAI",34
"TOR","13-14","G","Country","THAI",12
"TOR","14-15","G","Country","THAI",12
"TOR","14-15","U","Country","THAI",36
"TOR","15-16","U","Country","THAI",36
"TOR","15-16","G","Country","THAI",14
"TOR","12-13","U","Country","TRTO",81
"TOR","12-13","G","Country","TRTO",19
"TOR","13-14","U","Country","TRTO",77
"TOR","13-14","G","Country","TRTO",21
"TOR","14-15","G","Country","TRTO",18
"TOR","14-15","U","Country","TRTO",65
"TOR","15-16","U","Country","TRTO",57
"TOR","15-16","G","Country","TRTO",14
"TOR","12-13","U","Country","TURK",106
"TOR","12-13","G","Country","TURK",43
"TOR","13-14","U","Country","TURK",118
"TOR","13-14","G","Country","TURK",43
"TOR","14-15","G","Country","TURK",42
"TOR","14-15","U","Country","TURK",139
"TOR","15-16","U","Country","TURK",137
"TOR","15-16","G","Country","TURK",50
"TOR","12-13","U","Country","UGAN",11
"TOR","14-15","G","Country","UGAN",10
"TOR","12-13","U","Country","UKRA",66
"TOR","12-13","G","Country","UKRA",35
"TOR","13-14","U","Country","UKRA",57
"TOR","13-14","G","Country","UKRA",33
"TOR","14-15","G","Country","UKRA",33
"TOR","14-15","U","Country","UKRA",59
"TOR","15-16","U","Country","UKRA",66
"TOR","15-16","G","Country","UKRA",27
"TOR","12-13","U","Country","UAEM",28
"TOR","13-14","U","Country","UAEM",26
"TOR","14-15","U","Country","UAEM",25
"TOR","15-16","U","Country","UAEM",33
"TOR","12-13","U","Country","UNKI",228
"TOR","12-13","G","Country","UNKI",70
"TOR","13-14","U","Country","UNKI",217
"TOR","13-14","G","Country","UNKI",83
"TOR","14-15","G","Country","UNKI",87
"TOR","14-15","U","Country","UNKI",245
"TOR","15-16","U","Country","UNKI",242
"TOR","15-16","G","Country","UNKI",97
"TOR","12-13","U","Country","UNST",440
"TOR","12-13","G","Country","UNST",465
"TOR","13-14","U","Country","UNST",427
"TOR","13-14","G","Country","UNST",459
"TOR","14-15","G","Country","UNST",456
"TOR","14-15","U","Country","UNST",429
"TOR","15-16","U","Country","UNST",434
"TOR","15-16","G","Country","UNST",461
"TOR","12-13","U","Country","VENE",31
"TOR","12-13","G","Country","VENE",11
"TOR","13-14","U","Country","VENE",39
"TOR","13-14","G","Country","VENE",14
"TOR","14-15","G","Country","VENE",19
"TOR","14-15","U","Country","VENE",53
"TOR","15-16","U","Country","VENE",47
"TOR","15-16","G","Country","VENE",18
"TOR","12-13","U","Country","VINA",89
"TOR","12-13","G","Country","VINA",12
"TOR","13-14","U","Country","VINA",91
"TOR","13-14","G","Country","VINA",14
"TOR","14-15","G","Country","VINA",15
"TOR","14-15","U","Country","VINA",93
"TOR","15-16","U","Country","VINA",100
"TOR","15-16","G","Country","VINA",17
"TOR","14-15","U","Country","YEME",12
"TOR","15-16","U","Country","YEME",14
"TOR","15-16","G","Country","YEME",10
"TOR","12-13","U","Country","ZIMB",24
"TOR","13-14","U","Country","ZIMB",18
"TOR","14-15","U","Country","ZIMB",15
"TOR","15-16","U","Country","ZIMB",16
"TRE","12-13","U","Country","BAHA",14
"TRE","13-14","U","Country","BAHA",14
"TRE","14-15","U","Country","BAHA",13
"TRE","15-16","U","Country","BAHA",15
"TRE","12-13","U","Country","BANG",11
"TRE","13-14","U","Country","BANG",11
"TRE","14-15","U","Country","BRAZ",12
"TRE","12-13","U","Country","CANA",5751
"TRE","12-13","G","Country","CANA",351
"TRE","13-14","U","Country","CANA",5821
"TRE","13-14","G","Country","CANA",342
"TRE","14-15","G","Country","CANA",300
"TRE","14-15","U","Country","CANA",5880
"TRE","15-16","U","Country","CANA",6055
"TRE","15-16","G","Country","CANA",289
"TRE","12-13","U","Country","CHIN",143
"TRE","13-14","U","Country","CHIN",135
"TRE","14-15","G","Country","CHIN",13
"TRE","14-15","U","Country","CHIN",126
"TRE","15-16","U","Country","CHIN",120
"TRE","15-16","G","Country","CHIN",12
"TRE","13-14","U","Country","ECUA",10
"TRE","12-13","U","Country","ENGL",15
"TRE","13-14","U","Country","ENGL",14
"TRE","13-14","U","Country","HOKO",12
"TRE","14-15","U","Country","HOKO",14
"TRE","15-16","U","Country","HOKO",13
"TRE","12-13","U","Country","INDI",17
"TRE","13-14","U","Country","INDI",29
"TRE","14-15","U","Country","INDI",32
"TRE","15-16","U","Country","INDI",35
"TRE","12-13","U","Country","JAMA",13
"TRE","12-13","U","Country","MALA",21
"TRE","13-14","U","Country","MALA",11
"TRE","12-13","U","Country","NIGE",43
"TRE","13-14","U","Country","NIGE",51
"TRE","14-15","U","Country","NIGE",68
"TRE","15-16","U","Country","NIGE",75
"TRE","12-13","U","Country","PAKI",22
"TRE","13-14","U","Country","PAKI",19
"TRE","14-15","U","Country","PAKI",16
"TRE","15-16","U","Country","PAKI",14
"TRE","15-16","U","Country","PHIL",13
"TRE","12-13","U","Country","RUFE",33
"TRE","13-14","U","Country","RUFE",26
"TRE","14-15","U","Country","RUFE",19
"TRE","15-16","U","Country","RUFE",15
"TRE","12-13","U","Country","SAAR",44
"TRE","13-14","U","Country","SAAR",61
"TRE","14-15","U","Country","SAAR",66
"TRE","15-16","U","Country","SAAR",52
"TRE","14-15","U","Country","UKRA",11
"TRE","12-13","U","Country","UNKI",11
"TRE","13-14","U","Country","UNKI",23
"TRE","14-15","U","Country","UNKI",35
"TRE","15-16","U","Country","UNKI",48
"TRE","12-13","U","Country","UNST",13
"TRE","12-13","G","Country","UNST",19
"TRE","13-14","U","Country","UNST",13
"TRE","13-14","G","Country","UNST",23
"TRE","14-15","G","Country","UNST",21
"TRE","15-16","U","Country","UNST",13
"TRE","15-16","G","Country","UNST",18
"TRE","12-13","U","Country","ZIMB",18
"TRE","13-14","U","Country","ZIMB",16
"TRE","14-15","U","Country","ZIMB",12
"TRE","15-16","U","Country","ZIMB",10
"UOI","12-13","U","Country","AFGH",13
"UOI","13-14","U","Country","AFGH",14
"UOI","14-15","U","Country","AFGH",17
"UOI","15-16","U","Country","AFGH",20
"UOI","12-13","U","Country","BANG",31
"UOI","13-14","U","Country","BANG",30
"UOI","14-15","U","Country","BANG",29
"UOI","15-16","U","Country","BANG",27
"UOI","12-13","U","Country","BERM",10
"UOI","13-14","U","Country","BERM",10
"UOI","13-14","U","Country","BOTS",11
"UOI","14-15","U","Country","BOTS",10
"UOI","15-16","U","Country","BRAZ",20
"UOI","12-13","U","Country","CANA",7057
"UOI","12-13","G","Country","CANA",215
"UOI","13-14","U","Country","CANA",7464
"UOI","13-14","G","Country","CANA",231
"UOI","14-15","G","Country","CANA",215
"UOI","14-15","U","Country","CANA",7560
"UOI","15-16","U","Country","CANA",7446
"UOI","15-16","G","Country","CANA",237
"UOI","12-13","U","Country","CHIN",53
"UOI","12-13","G","Country","CHIN",12
"UOI","13-14","U","Country","CHIN",59
"UOI","13-14","G","Country","CHIN",25
"UOI","14-15","G","Country","CHIN",32
"UOI","14-15","U","Country","CHIN",74
"UOI","15-16","U","Country","CHIN",71
"UOI","15-16","G","Country","CHIN",32
"UOI","15-16","U","Country","COLO",10
"UOI","12-13","U","Country","EGYP",17
"UOI","13-14","U","Country","EGYP",29
"UOI","13-14","G","Country","EGYP",11
"UOI","14-15","G","Country","EGYP",20
"UOI","14-15","U","Country","EGYP",26
"UOI","15-16","U","Country","EGYP",33
"UOI","15-16","G","Country","EGYP",16
"UOI","12-13","U","Country","HOKO",21
"UOI","13-14","U","Country","HOKO",19
"UOI","14-15","U","Country","HOKO",13
"UOI","15-16","U","Country","HOKO",13
"UOI","12-13","U","Country","INDI",203
"UOI","13-14","U","Country","INDI",178
"UOI","13-14","G","Country","INDI",12
"UOI","14-15","G","Country","INDI",20
"UOI","14-15","U","Country","INDI",169
"UOI","15-16","U","Country","INDI",132
"UOI","15-16","G","Country","INDI",31
"UOI","13-14","U","Country","INDO",13
"UOI","14-15","U","Country","INDO",10
"UOI","15-16","U","Country","INDO",11
"UOI","12-13","U","Country","IRAN",18
"UOI","12-13","G","Country","IRAN",21
"UOI","13-14","U","Country","IRAN",19
"UOI","13-14","G","Country","IRAN",29
"UOI","14-15","G","Country","IRAN",34
"UOI","14-15","U","Country","IRAN",14
"UOI","15-16","U","Country","IRAN",14
"UOI","15-16","G","Country","IRAN",29
"UOI","13-14","U","Country","IRAQ",12
"UOI","14-15","U","Country","IRAQ",16
"UOI","15-16","U","Country","IRAQ",21
"UOI","12-13","U","Country","JAMA",18
"UOI","13-14","U","Country","JAMA",19
"UOI","14-15","U","Country","JAMA",23
"UOI","15-16","U","Country","JAMA",21
"UOI","13-14","U","Country","JORD",13
"UOI","14-15","U","Country","JORD",11
"UOI","15-16","U","Country","JORD",12
"UOI","12-13","U","Country","KOSO",10
"UOI","13-14","U","Country","KOSO",11
"UOI","14-15","U","Country","KOSO",12
"UOI","15-16","U","Country","KOSO",12
"UOI","12-13","U","Country","MALA",10
"UOI","12-13","U","Country","NIGE",57
"UOI","13-14","U","Country","NIGE",57
"UOI","14-15","U","Country","NIGE",61
"UOI","15-16","U","Country","NIGE",59
"UOI","12-13","U","Country","NORE",129
"UOI","12-13","G","Country","NORE",12
"UOI","13-14","U","Country","NORE",147
"UOI","14-15","U","Country","NORE",158
"UOI","15-16","U","Country","NORE",160
"UOI","12-13","U","Country","PAKI",99
"UOI","12-13","G","Country","PAKI",12
"UOI","13-14","U","Country","PAKI",102
"UOI","14-15","G","Country","PAKI",13
"UOI","14-15","U","Country","PAKI",101
"UOI","15-16","U","Country","PAKI",93
"UOI","15-16","G","Country","PAKI",11
"UOI","12-13","U","Country","PHIL",26
"UOI","13-14","U","Country","PHIL",29
"UOI","14-15","U","Country","PHIL",39
"UOI","15-16","U","Country","PHIL",36
"UOI","12-13","U","Country","SAAR",77
"UOI","13-14","U","Country","SAAR",109
"UOI","14-15","G","Country","SAAR",17
"UOI","14-15","U","Country","SAAR",140
"UOI","15-16","U","Country","SAAR",149
"UOI","15-16","G","Country","SAAR",16
"UOI","13-14","U","Country","SCOT",17
"UOI","14-15","U","Country","SCOT",16
"UOI","15-16","U","Country","SCOT",14
"UOI","14-15","U","Country","SING",12
"UOI","12-13","U","Country","SRLA",65
"UOI","13-14","U","Country","SRLA",70
"UOI","14-15","U","Country","SRLA",65
