"Grade","Years","Sex","Credential","Field","Measure","Value"
2009,3,"M","DEG","SAG","P60",59800
2009,3,"M","DEG","SAG","P80",78000
2009,3,"M","DEG","SAG","P25",32600
2009,3,"M","DEG","SAG","P50",52600
2009,3,"M","DEG","SAG","P75",72500
2009,3,"M","DEG","SAG","Mean",55000
2009,3,"M","DEG","SAG","Mean L",52000
2009,3,"M","DEG","SAG","Mean H",57900
2009,3,"M","DEG","SAG","Count",450
2009,4,"M","DEG","SAG","P10",16600
2009,4,"M","DEG","SAG","P90",99600
2009,4,"M","DEG","SAG","P20",32500
2009,4,"M","DEG","SAG","P40",49100
2009,4,"M","DEG","SAG","P60",67100
2009,4,"M","DEG","SAG","P80",82100
2009,4,"M","DEG","SAG","P25",36300
2009,4,"M","DEG","SAG","P50",58600
2009,4,"M","DEG","SAG","P75",76900
2009,4,"M","DEG","SAG","Mean",59700
2009,4,"M","DEG","SAG","Mean L",56300
2009,4,"M","DEG","SAG","Mean H",63100
2009,4,"M","DEG","SAG","Count",410
2010,1,"M","DEG","SAG","P10",9600
2010,1,"M","DEG","SAG","P90",71000
2010,1,"M","DEG","SAG","P20",17900
2010,1,"M","DEG","SAG","P40",29700
2010,1,"M","DEG","SAG","P60",41900
2010,1,"M","DEG","SAG","P80",58300
2010,1,"M","DEG","SAG","P25",22000
2010,1,"M","DEG","SAG","P50",35300
2010,1,"M","DEG","SAG","P75",53500
2010,1,"M","DEG","SAG","Mean",39400
2010,1,"M","DEG","SAG","Mean L",37500
2010,1,"M","DEG","SAG","Mean H",41300
2010,1,"M","DEG","SAG","Count",650
2010,2,"M","DEG","SAG","P10",12500
2010,2,"M","DEG","SAG","P90",85700
2010,2,"M","DEG","SAG","P20",23700
2010,2,"M","DEG","SAG","P40",38700
2010,2,"M","DEG","SAG","P60",52300
2010,2,"M","DEG","SAG","P80",72600
2010,2,"M","DEG","SAG","P25",28600
2010,2,"M","DEG","SAG","P50",45700
2010,2,"M","DEG","SAG","P75",65800
2010,2,"M","DEG","SAG","Mean",48700
2010,2,"M","DEG","SAG","Mean L",46300
2010,2,"M","DEG","SAG","Mean H",51100
2010,2,"M","DEG","SAG","Count",540
2010,3,"M","DEG","SAG","P10",16500
2010,3,"M","DEG","SAG","P90",98900
2010,3,"M","DEG","SAG","P20",29000
2010,3,"M","DEG","SAG","P40",44100
2010,3,"M","DEG","SAG","P60",58000
2010,3,"M","DEG","SAG","P80",80800
2010,3,"M","DEG","SAG","P25",34100
2010,3,"M","DEG","SAG","P50",50200
2010,3,"M","DEG","SAG","P75",75900
2010,3,"M","DEG","SAG","Mean",55500
2010,3,"M","DEG","SAG","Mean L",52700
2010,3,"M","DEG","SAG","Mean H",58300
2010,3,"M","DEG","SAG","Count",470
2011,1,"M","DEG","SAG","P10",8800
2011,1,"M","DEG","SAG","P90",71800
2011,1,"M","DEG","SAG","P20",15200
2011,1,"M","DEG","SAG","P40",28200
2011,1,"M","DEG","SAG","P60",42600
2011,1,"M","DEG","SAG","P80",57800
2011,1,"M","DEG","SAG","P25",17600
2011,1,"M","DEG","SAG","P50",35600
2011,1,"M","DEG","SAG","P75",53300
2011,1,"M","DEG","SAG","Mean",38300
2011,1,"M","DEG","SAG","Mean L",36400
2011,1,"M","DEG","SAG","Mean H",40200
2011,1,"M","DEG","SAG","Count",680
2011,2,"M","DEG","SAG","P10",11500
2011,2,"M","DEG","SAG","P90",82800
2011,2,"M","DEG","SAG","P20",20200
2011,2,"M","DEG","SAG","P40",35400
2011,2,"M","DEG","SAG","P60",48900
2011,2,"M","DEG","SAG","P80",67300
2011,2,"M","DEG","SAG","P25",24500
2011,2,"M","DEG","SAG","P50",42400
2011,2,"M","DEG","SAG","P75",62100
2011,2,"M","DEG","SAG","Mean",46400
2011,2,"M","DEG","SAG","Mean L",43800
2011,2,"M","DEG","SAG","Mean H",48900
2011,2,"M","DEG","SAG","Count",560
2012,1,"M","DEG","SAG","P10",10800
2012,1,"M","DEG","SAG","P90",73400
2012,1,"M","DEG","SAG","P20",16100
2012,1,"M","DEG","SAG","P40",28500
2012,1,"M","DEG","SAG","P60",41400
2012,1,"M","DEG","SAG","P80",56900
2012,1,"M","DEG","SAG","P25",19000
2012,1,"M","DEG","SAG","P50",35200
2012,1,"M","DEG","SAG","P75",53400
2012,1,"M","DEG","SAG","Mean",38900
2012,1,"M","DEG","SAG","Mean L",37100
2012,1,"M","DEG","SAG","Mean H",40800
2012,1,"M","DEG","SAG","Count",730
2005,1,"M","DEG","HUM","P10",6300
2005,1,"M","DEG","HUM","P90",54800
2005,1,"M","DEG","HUM","P20",12700
2005,1,"M","DEG","HUM","P40",21700
2005,1,"M","DEG","HUM","P60",31600
2005,1,"M","DEG","HUM","P80",44400
2005,1,"M","DEG","HUM","P25",14800
2005,1,"M","DEG","HUM","P50",26200
2005,1,"M","DEG","HUM","P75",40800
2005,1,"M","DEG","HUM","Mean",30300
2005,1,"M","DEG","HUM","Mean L",28000
2005,1,"M","DEG","HUM","Mean H",32600
2005,1,"M","DEG","HUM","Count",370
2005,2,"M","DEG","HUM","P10",11600
2005,2,"M","DEG","HUM","P90",68800
2005,2,"M","DEG","HUM","P20",15500
2005,2,"M","DEG","HUM","P40",28300
2005,2,"M","DEG","HUM","P60",41100
2005,2,"M","DEG","HUM","P80",53500
2005,2,"M","DEG","HUM","P25",19800
2005,2,"M","DEG","HUM","P50",34400
2005,2,"M","DEG","HUM","P75",50300
2005,2,"M","DEG","HUM","Mean",38000
2005,2,"M","DEG","HUM","Mean L",35200
2005,2,"M","DEG","HUM","Mean H",40800
2005,2,"M","DEG","HUM","Count",310
2005,3,"M","DEG","HUM","P10",13200
2005,3,"M","DEG","HUM","P90",74400
2005,3,"M","DEG","HUM","P20",21300
2005,3,"M","DEG","HUM","P40",33700
2005,3,"M","DEG","HUM","P60",47600
2005,3,"M","DEG","HUM","P80",62000
2005,3,"M","DEG","HUM","P25",24800
2005,3,"M","DEG","HUM","P50",41200
2005,3,"M","DEG","HUM","P75",57600
2005,3,"M","DEG","HUM","Mean",43500
2005,3,"M","DEG","HUM","Mean L",40300
2005,3,"M","DEG","HUM","Mean H",46700
2005,3,"M","DEG","HUM","Count",260
2005,4,"M","DEG","HUM","P10",13800
2005,4,"M","DEG","HUM","P90",83900
2005,4,"M","DEG","HUM","P20",23500
2005,4,"M","DEG","HUM","P40",40600
2005,4,"M","DEG","HUM","P60",51900
2005,4,"M","DEG","HUM","P80",69600
2005,4,"M","DEG","HUM","P25",28400
2005,4,"M","DEG","HUM","P50",44900
2005,4,"M","DEG","HUM","P75",64300
2005,4,"M","DEG","HUM","Mean",48700
2005,4,"M","DEG","HUM","Mean L",45000
2005,4,"M","DEG","HUM","Mean H",52300
2005,4,"M","DEG","HUM","Count",240
2005,5,"M","DEG","HUM","P10",11600
2005,5,"M","DEG","HUM","P90",88400
2005,5,"M","DEG","HUM","P20",25700
2005,5,"M","DEG","HUM","P40",41900
2005,5,"M","DEG","HUM","P60",56600
2005,5,"M","DEG","HUM","P80",76500
2005,5,"M","DEG","HUM","P25",31600
2005,5,"M","DEG","HUM","P50",49700
2005,5,"M","DEG","HUM","P75",66600
2005,5,"M","DEG","HUM","Mean",50800
2005,5,"M","DEG","HUM","Mean L",47100
2005,5,"M","DEG","HUM","Mean H",54600
2005,5,"M","DEG","HUM","Count",230
2005,6,"M","DEG","HUM","P10",15600
2005,6,"M","DEG","HUM","P90",93400
2005,6,"M","DEG","HUM","P20",27400
2005,6,"M","DEG","HUM","P40",43800
2005,6,"M","DEG","HUM","P60",58300
2005,6,"M","DEG","HUM","P80",76800
2005,6,"M","DEG","HUM","P25",32400
2005,6,"M","DEG","HUM","P50",53100
2005,6,"M","DEG","HUM","P75",71300
2005,6,"M","DEG","HUM","Mean",54900
2005,6,"M","DEG","HUM","Mean L",50600
2005,6,"M","DEG","HUM","Mean H",59100
2005,6,"M","DEG","HUM","Count",220
2005,7,"M","DEG","HUM","P10",12300
2005,7,"M","DEG","HUM","P90",98500
2005,7,"M","DEG","HUM","P20",27200
2005,7,"M","DEG","HUM","P40",46600
2005,7,"M","DEG","HUM","P60",61500
2005,7,"M","DEG","HUM","P80",81300
2005,7,"M","DEG","HUM","P25",33200
2005,7,"M","DEG","HUM","P50",52900
2005,7,"M","DEG","HUM","P75",72700
2005,7,"M","DEG","HUM","Mean",56600
2005,7,"M","DEG","HUM","Mean L",51900
2005,7,"M","DEG","HUM","Mean H",61300
2005,7,"M","DEG","HUM","Count",210
2005,8,"M","DEG","HUM","P10",17800
2005,8,"M","DEG","HUM","P90",106500
2005,8,"M","DEG","HUM","P20",34100
2005,8,"M","DEG","HUM","P40",50700
2005,8,"M","DEG","HUM","P60",67300
2005,8,"M","DEG","HUM","P80",85200
2005,8,"M","DEG","HUM","P25",37600
2005,8,"M","DEG","HUM","P50",59600
2005,8,"M","DEG","HUM","P75",80600
2005,8,"M","DEG","HUM","Mean",63100
2005,8,"M","DEG","HUM","Mean L",57500
2005,8,"M","DEG","HUM","Mean H",68600
2005,8,"M","DEG","HUM","Count",200
2006,1,"M","DEG","HUM","P10",9000
2006,1,"M","DEG","HUM","P90",64100
2006,1,"M","DEG","HUM","P20",14900
2006,1,"M","DEG","HUM","P40",26500
2006,1,"M","DEG","HUM","P60",38700
2006,1,"M","DEG","HUM","P80",52500
2006,1,"M","DEG","HUM","P25",17600
2006,1,"M","DEG","HUM","P50",32300
2006,1,"M","DEG","HUM","P75",49100
2006,1,"M","DEG","HUM","Mean",36600
2006,1,"M","DEG","HUM","Mean L",33600
2006,1,"M","DEG","HUM","Mean H",39600
2006,1,"M","DEG","HUM","Count",450
2006,2,"M","DEG","HUM","P10",10100
2006,2,"M","DEG","HUM","P90",75700
2006,2,"M","DEG","HUM","P20",18700
2006,2,"M","DEG","HUM","P40",32000
2006,2,"M","DEG","HUM","P60",44300
2006,2,"M","DEG","HUM","P80",59600
2006,2,"M","DEG","HUM","P25",22900
2006,2,"M","DEG","HUM","P50",38200
2006,2,"M","DEG","HUM","P75",55600
2006,2,"M","DEG","HUM","Mean",42300
2006,2,"M","DEG","HUM","Mean L",39000
2006,2,"M","DEG","HUM","Mean H",45700
2006,2,"M","DEG","HUM","Count",380
2006,3,"M","DEG","HUM","P10",14100
2006,3,"M","DEG","HUM","P90",84500
2006,3,"M","DEG","HUM","P20",23000
2006,3,"M","DEG","HUM","P40",39000
2006,3,"M","DEG","HUM","P60",51400
2006,3,"M","DEG","HUM","P80",69000
2006,3,"M","DEG","HUM","P25",27600
2006,3,"M","DEG","HUM","P50",45700
2006,3,"M","DEG","HUM","P75",64500
2006,3,"M","DEG","HUM","Mean",49200
2006,3,"M","DEG","HUM","Mean L",45100
2006,3,"M","DEG","HUM","Mean H",53200
2006,3,"M","DEG","HUM","Count",320
2006,4,"M","DEG","HUM","P10",11900
2006,4,"M","DEG","HUM","P90",88300
2006,4,"M","DEG","HUM","P20",22300
2006,4,"M","DEG","HUM","P40",42700
2006,4,"M","DEG","HUM","P60",57900
2006,4,"M","DEG","HUM","P80",74800
2006,4,"M","DEG","HUM","P25",27300
2006,4,"M","DEG","HUM","P50",52100
2006,4,"M","DEG","HUM","P75",68600
2006,4,"M","DEG","HUM","Mean",52100
2006,4,"M","DEG","HUM","Mean L",47700
2006,4,"M","DEG","HUM","Mean H",56400
2006,4,"M","DEG","HUM","Count",280
2006,5,"M","DEG","HUM","P10",15000
2006,5,"M","DEG","HUM","P90",95600
2006,5,"M","DEG","HUM","P20",22900
2006,5,"M","DEG","HUM","P40",45500
2006,5,"M","DEG","HUM","P60",60100
2006,5,"M","DEG","HUM","P80",80500
2006,5,"M","DEG","HUM","P25",29200
2006,5,"M","DEG","HUM","P50",54000
2006,5,"M","DEG","HUM","P75",74400
2006,5,"M","DEG","HUM","Mean",57500
2006,5,"M","DEG","HUM","Mean L",52300
2006,5,"M","DEG","HUM","Mean H",62800
2006,5,"M","DEG","HUM","Count",270
2006,6,"M","DEG","HUM","P10",18400
2006,6,"M","DEG","HUM","P90",101800
2006,6,"M","DEG","HUM","P20",29700
2006,6,"M","DEG","HUM","P40",50300
2006,6,"M","DEG","HUM","P60",68800
2006,6,"M","DEG","HUM","P80",87100
2006,6,"M","DEG","HUM","P25",36000
2006,6,"M","DEG","HUM","P50",56800
2006,6,"M","DEG","HUM","P75",82100
2006,6,"M","DEG","HUM","Mean",64000
2006,6,"M","DEG","HUM","Mean L",58000
2006,6,"M","DEG","HUM","Mean H",70000
2006,6,"M","DEG","HUM","Count",260
2006,7,"M","DEG","HUM","P10",19100
2006,7,"M","DEG","HUM","P90",109500
2006,7,"M","DEG","HUM","P20",31400
2006,7,"M","DEG","HUM","P40",52800
2006,7,"M","DEG","HUM","P60",71400
2006,7,"M","DEG","HUM","P80",92400
2006,7,"M","DEG","HUM","P25",39000
2006,7,"M","DEG","HUM","P50",58700
2006,7,"M","DEG","HUM","P75",87400
2006,7,"M","DEG","HUM","Mean",66500
2006,7,"M","DEG","HUM","Mean L",61300
2006,7,"M","DEG","HUM","Mean H",71800
2006,7,"M","DEG","HUM","Count",250
2007,1,"M","DEG","HUM","P10",8200
2007,1,"M","DEG","HUM","P90",56600
2007,1,"M","DEG","HUM","P20",13200
2007,1,"M","DEG","HUM","P40",23500
2007,1,"M","DEG","HUM","P60",34000
2007,1,"M","DEG","HUM","P80",47200
2007,1,"M","DEG","HUM","P25",16100
2007,1,"M","DEG","HUM","P50",28200
2007,1,"M","DEG","HUM","P75",42600
2007,1,"M","DEG","HUM","Mean",31700
2007,1,"M","DEG","HUM","Mean L",29700
2007,1,"M","DEG","HUM","Mean H",33800
2007,1,"M","DEG","HUM","Count",460
2007,2,"M","DEG","HUM","P10",10200
2007,2,"M","DEG","HUM","P90",66600
2007,2,"M","DEG","HUM","P20",17200
2007,2,"M","DEG","HUM","P40",30300
2007,2,"M","DEG","HUM","P60",44500
2007,2,"M","DEG","HUM","P80",56700
2007,2,"M","DEG","HUM","P25",21500
2007,2,"M","DEG","HUM","P50",38700
2007,2,"M","DEG","HUM","P75",53300
2007,2,"M","DEG","HUM","Mean",40400
2007,2,"M","DEG","HUM","Mean L",37500
2007,2,"M","DEG","HUM","Mean H",43400
2007,2,"M","DEG","HUM","Count",360
2007,3,"M","DEG","HUM","P10",11700
2007,3,"M","DEG","HUM","P90",74400
2007,3,"M","DEG","HUM","P20",17700
2007,3,"M","DEG","HUM","P40",35200
2007,3,"M","DEG","HUM","P60",48600
2007,3,"M","DEG","HUM","P80",63300
2007,3,"M","DEG","HUM","P25",21200
2007,3,"M","DEG","HUM","P50",42300
2007,3,"M","DEG","HUM","P75",59000
2007,3,"M","DEG","HUM","Mean",43600
2007,3,"M","DEG","HUM","Mean L",40400
2007,3,"M","DEG","HUM","Mean H",46900
2007,3,"M","DEG","HUM","Count",310
2007,4,"M","DEG","HUM","P10",11100
2007,4,"M","DEG","HUM","P90",80900
2007,4,"M","DEG","HUM","P20",21300
2007,4,"M","DEG","HUM","P40",37600
2007,4,"M","DEG","HUM","P60",50900
2007,4,"M","DEG","HUM","P80",65900
2007,4,"M","DEG","HUM","P25",23400
2007,4,"M","DEG","HUM","P50",44400
2007,4,"M","DEG","HUM","P75",61800
2007,4,"M","DEG","HUM","Mean",46900
2007,4,"M","DEG","HUM","Mean L",43200
2007,4,"M","DEG","HUM","Mean H",50500
2007,4,"M","DEG","HUM","Count",280
2007,5,"M","DEG","HUM","P10",11800
2007,5,"M","DEG","HUM","P90",86900
2007,5,"M","DEG","HUM","P20",21700
2007,5,"M","DEG","HUM","P40",40400
2007,5,"M","DEG","HUM","P60",53100
2007,5,"M","DEG","HUM","P80",71700
2007,5,"M","DEG","HUM","P25",28500
2007,5,"M","DEG","HUM","P50",47200
2007,5,"M","DEG","HUM","P75",68100
2007,5,"M","DEG","HUM","Mean",50500
2007,5,"M","DEG","HUM","Mean L",46700
2007,5,"M","DEG","HUM","Mean H",54200
2007,5,"M","DEG","HUM","Count",270
2007,6,"M","DEG","HUM","P10",17200
2007,6,"M","DEG","HUM","P90",91300
2007,6,"M","DEG","HUM","P20",27700
2007,6,"M","DEG","HUM","P40",42600
2007,6,"M","DEG","HUM","P60",56400
2007,6,"M","DEG","HUM","P80",74600
2007,6,"M","DEG","HUM","P25",30800
2007,6,"M","DEG","HUM","P50",49100
2007,6,"M","DEG","HUM","P75",70500
2007,6,"M","DEG","HUM","Mean",55900
2007,6,"M","DEG","HUM","Mean L",50400
2007,6,"M","DEG","HUM","Mean H",61400
2007,6,"M","DEG","HUM","Count",260
2008,1,"M","DEG","HUM","P10",8200
2008,1,"M","DEG","HUM","P90",60300
2008,1,"M","DEG","HUM","P20",14400
2008,1,"M","DEG","HUM","P40",23200
2008,1,"M","DEG","HUM","P60",33700
2008,1,"M","DEG","HUM","P80",47600
2008,1,"M","DEG","HUM","P25",16900
2008,1,"M","DEG","HUM","P50",27800
2008,1,"M","DEG","HUM","P75",43100
2008,1,"M","DEG","HUM","Mean",35100
2008,1,"M","DEG","HUM","Mean L",31200
2008,1,"M","DEG","HUM","Mean H",39000
2008,1,"M","DEG","HUM","Count",430
2008,2,"M","DEG","HUM","P10",8200
2008,2,"M","DEG","HUM","P90",68100
2008,2,"M","DEG","HUM","P20",15500
2008,2,"M","DEG","HUM","P40",26900
2008,2,"M","DEG","HUM","P60",39800
2008,2,"M","DEG","HUM","P80",55800
2008,2,"M","DEG","HUM","P25",18300
2008,2,"M","DEG","HUM","P50",34700
2008,2,"M","DEG","HUM","P75",51400
2008,2,"M","DEG","HUM","Mean",38600
2008,2,"M","DEG","HUM","Mean L",34700
2008,2,"M","DEG","HUM","Mean H",42600
2008,2,"M","DEG","HUM","Count",370
2008,3,"M","DEG","HUM","P10",10200
2008,3,"M","DEG","HUM","P90",74700
2008,3,"M","DEG","HUM","P20",18800
2008,3,"M","DEG","HUM","P40",32400
2008,3,"M","DEG","HUM","P60",46600
2008,3,"M","DEG","HUM","P80",63300
2008,3,"M","DEG","HUM","P25",21800
2008,3,"M","DEG","HUM","P50",38900
2008,3,"M","DEG","HUM","P75",57400
2008,3,"M","DEG","HUM","Mean",44300
2008,3,"M","DEG","HUM","Mean L",39800
2008,3,"M","DEG","HUM","Mean H",48800
2008,3,"M","DEG","HUM","Count",330
2008,4,"M","DEG","HUM","P10",12400
2008,4,"M","DEG","HUM","P90",80500
2008,4,"M","DEG","HUM","P20",21100
2008,4,"M","DEG","HUM","P40",38700
2008,4,"M","DEG","HUM","P60",52000
2008,4,"M","DEG","HUM","P80",66900
2008,4,"M","DEG","HUM","P25",25700
2008,4,"M","DEG","HUM","P50",43900
2008,4,"M","DEG","HUM","P75",60600
2008,4,"M","DEG","HUM","Mean",49200
2008,4,"M","DEG","HUM","Mean L",43900
2008,4,"M","DEG","HUM","Mean H",54400
2008,4,"M","DEG","HUM","Count",300
2008,5,"M","DEG","HUM","P10",13200
2008,5,"M","DEG","HUM","P90",82600
2008,5,"M","DEG","HUM","P20",21900
2008,5,"M","DEG","HUM","P40",40900
2008,5,"M","DEG","HUM","P60",55600
2008,5,"M","DEG","HUM","P80",72000
2008,5,"M","DEG","HUM","P25",26800
2008,5,"M","DEG","HUM","P50",46800
2008,5,"M","DEG","HUM","P75",67700
2008,5,"M","DEG","HUM","Mean",50600
2008,5,"M","DEG","HUM","Mean L",46700
2008,5,"M","DEG","HUM","Mean H",54500
2008,5,"M","DEG","HUM","Count",290
2009,1,"M","DEG","HUM","P10",7700
2009,1,"M","DEG","HUM","P90",59900
2009,1,"M","DEG","HUM","P20",12200
2009,1,"M","DEG","HUM","P40",21700
2009,1,"M","DEG","HUM","P60",31700
2009,1,"M","DEG","HUM","P80",47500
2009,1,"M","DEG","HUM","P25",15600
2009,1,"M","DEG","HUM","P50",26800
2009,1,"M","DEG","HUM","P75",43800
2009,1,"M","DEG","HUM","Mean",31700
2009,1,"M","DEG","HUM","Mean L",29300
2009,1,"M","DEG","HUM","Mean H",34200
2009,1,"M","DEG","HUM","Count",390
2009,2,"M","DEG","HUM","P10",10100
2009,2,"M","DEG","HUM","P90",64100
2009,2,"M","DEG","HUM","P20",16000
2009,2,"M","DEG","HUM","P40",25700
2009,2,"M","DEG","HUM","P60",38300
2009,2,"M","DEG","HUM","P80",53900
2009,2,"M","DEG","HUM","P25",17500
2009,2,"M","DEG","HUM","P50",31800
2009,2,"M","DEG","HUM","P75",50400
2009,2,"M","DEG","HUM","Mean",36700
2009,2,"M","DEG","HUM","Mean L",33600
2009,2,"M","DEG","HUM","Mean H",39700
2009,2,"M","DEG","HUM","Count",320
2009,3,"M","DEG","HUM","P10",9900
2009,3,"M","DEG","HUM","P90",68100
2009,3,"M","DEG","HUM","P20",17300
2009,3,"M","DEG","HUM","P40",31900
2009,3,"M","DEG","HUM","P60",44500
2009,3,"M","DEG","HUM","P80",57000
2009,3,"M","DEG","HUM","P25",19500
2009,3,"M","DEG","HUM","P50",38600
2009,3,"M","DEG","HUM","P75",53000
2009,3,"M","DEG","HUM","Mean",41500
2009,3,"M","DEG","HUM","Mean L",37700
2009,3,"M","DEG","HUM","Mean H",45300
2009,3,"M","DEG","HUM","Count",280
2009,4,"M","DEG","HUM","P10",11600
2009,4,"M","DEG","HUM","P90",79900
2009,4,"M","DEG","HUM","P20",18500
2009,4,"M","DEG","HUM","P40",34600
2009,4,"M","DEG","HUM","P60",48500
2009,4,"M","DEG","HUM","P80",64800
