"Grade","Years","Sex","Credential","Field","Measure","Value"
2005,8,"F","DIP","PSE","P90",65100
2005,8,"F","DIP","PSE","P20",13600
2005,8,"F","DIP","PSE","P40",25500
2005,8,"F","DIP","PSE","P60",41400
2005,8,"F","DIP","PSE","P80",54800
2005,8,"F","DIP","PSE","P25",16200
2005,8,"F","DIP","PSE","P50",33500
2005,8,"F","DIP","PSE","P75",52000
2005,8,"F","DIP","PSE","Mean",37300
2005,8,"F","DIP","PSE","Mean L",32800
2005,8,"F","DIP","PSE","Mean H",41800
2005,8,"F","DIP","PSE","Count",170
2006,1,"F","DIP","PSE","P10",9000
2006,1,"F","DIP","PSE","P90",47200
2006,1,"F","DIP","PSE","P20",14200
2006,1,"F","DIP","PSE","P40",23100
2006,1,"F","DIP","PSE","P60",31300
2006,1,"F","DIP","PSE","P80",41200
2006,1,"F","DIP","PSE","P25",16900
2006,1,"F","DIP","PSE","P50",26600
2006,1,"F","DIP","PSE","P75",37100
2006,1,"F","DIP","PSE","Mean",28600
2006,1,"F","DIP","PSE","Mean L",26500
2006,1,"F","DIP","PSE","Mean H",30700
2006,1,"F","DIP","PSE","Count",260
2006,2,"F","DIP","PSE","P10",9900
2006,2,"F","DIP","PSE","P90",55200
2006,2,"F","DIP","PSE","P20",15500
2006,2,"F","DIP","PSE","P40",26000
2006,2,"F","DIP","PSE","P60",36300
2006,2,"F","DIP","PSE","P80",46900
2006,2,"F","DIP","PSE","P25",16900
2006,2,"F","DIP","PSE","P50",30300
2006,2,"F","DIP","PSE","P75",43000
2006,2,"F","DIP","PSE","Mean",32300
2006,2,"F","DIP","PSE","Mean L",29800
2006,2,"F","DIP","PSE","Mean H",34800
2006,2,"F","DIP","PSE","Count",240
2006,3,"F","DIP","PSE","P10",7100
2006,3,"F","DIP","PSE","P90",63000
2006,3,"F","DIP","PSE","P20",14100
2006,3,"F","DIP","PSE","P40",28700
2006,3,"F","DIP","PSE","P60",38800
2006,3,"F","DIP","PSE","P80",49400
2006,3,"F","DIP","PSE","P25",17300
2006,3,"F","DIP","PSE","P50",34300
2006,3,"F","DIP","PSE","P75",45200
2006,3,"F","DIP","PSE","Mean",34900
2006,3,"F","DIP","PSE","Mean L",31900
2006,3,"F","DIP","PSE","Mean H",37800
2006,3,"F","DIP","PSE","Count",230
2006,4,"F","DIP","PSE","P10",10700
2006,4,"F","DIP","PSE","P90",61600
2006,4,"F","DIP","PSE","P20",16400
2006,4,"F","DIP","PSE","P40",30300
2006,4,"F","DIP","PSE","P60",39800
2006,4,"F","DIP","PSE","P80",51800
2006,4,"F","DIP","PSE","P25",20100
2006,4,"F","DIP","PSE","P50",35300
2006,4,"F","DIP","PSE","P75",48200
2006,4,"F","DIP","PSE","Mean",37400
2006,4,"F","DIP","PSE","Mean L",34200
2006,4,"F","DIP","PSE","Mean H",40600
2006,4,"F","DIP","PSE","Count",210
2006,5,"F","DIP","PSE","P10",11000
2006,5,"F","DIP","PSE","P90",64100
2006,5,"F","DIP","PSE","P20",18600
2006,5,"F","DIP","PSE","P40",31700
2006,5,"F","DIP","PSE","P60",43300
2006,5,"F","DIP","PSE","P80",54800
2006,5,"F","DIP","PSE","P25",20900
2006,5,"F","DIP","PSE","P50",39100
2006,5,"F","DIP","PSE","P75",51100
2006,5,"F","DIP","PSE","Mean",39100
2006,5,"F","DIP","PSE","Mean L",35900
2006,5,"F","DIP","PSE","Mean H",42300
2006,5,"F","DIP","PSE","Count",190
2006,6,"F","DIP","PSE","P10",9400
2006,6,"F","DIP","PSE","P90",61700
2006,6,"F","DIP","PSE","P20",15700
2006,6,"F","DIP","PSE","P40",32500
2006,6,"F","DIP","PSE","P60",43200
2006,6,"F","DIP","PSE","P80",55400
2006,6,"F","DIP","PSE","P25",19700
2006,6,"F","DIP","PSE","P50",39200
2006,6,"F","DIP","PSE","P75",51300
2006,6,"F","DIP","PSE","Mean",38700
2006,6,"F","DIP","PSE","Mean L",35200
2006,6,"F","DIP","PSE","Mean H",42200
2006,6,"F","DIP","PSE","Count",180
2006,7,"F","DIP","PSE","P10",12000
2006,7,"F","DIP","PSE","P90",68300
2006,7,"F","DIP","PSE","P20",18100
2006,7,"F","DIP","PSE","P40",31400
2006,7,"F","DIP","PSE","P60",42600
2006,7,"F","DIP","PSE","P80",59400
2006,7,"F","DIP","PSE","P25",20500
2006,7,"F","DIP","PSE","P50",38200
2006,7,"F","DIP","PSE","P75",53700
2006,7,"F","DIP","PSE","Mean",40700
2006,7,"F","DIP","PSE","Mean L",36600
2006,7,"F","DIP","PSE","Mean H",44800
2006,7,"F","DIP","PSE","Count",170
2007,1,"F","DIP","PSE","P10",9600
2007,1,"F","DIP","PSE","P90",46000
2007,1,"F","DIP","PSE","P20",13200
2007,1,"F","DIP","PSE","P40",20600
2007,1,"F","DIP","PSE","P60",28600
2007,1,"F","DIP","PSE","P80",37100
2007,1,"F","DIP","PSE","P25",15700
2007,1,"F","DIP","PSE","P50",24100
2007,1,"F","DIP","PSE","P75",35000
2007,1,"F","DIP","PSE","Mean",27600
2007,1,"F","DIP","PSE","Mean L",25300
2007,1,"F","DIP","PSE","Mean H",29900
2007,1,"F","DIP","PSE","Count",270
2007,2,"F","DIP","PSE","P10",9900
2007,2,"F","DIP","PSE","P90",54000
2007,2,"F","DIP","PSE","P20",14100
2007,2,"F","DIP","PSE","P40",21600
2007,2,"F","DIP","PSE","P60",34000
2007,2,"F","DIP","PSE","P80",43400
2007,2,"F","DIP","PSE","P25",15900
2007,2,"F","DIP","PSE","P50",27600
2007,2,"F","DIP","PSE","P75",40100
2007,2,"F","DIP","PSE","Mean",30900
2007,2,"F","DIP","PSE","Mean L",28300
2007,2,"F","DIP","PSE","Mean H",33500
2007,2,"F","DIP","PSE","Count",260
2007,3,"F","DIP","PSE","P10",8000
2007,3,"F","DIP","PSE","P90",62300
2007,3,"F","DIP","PSE","P20",13800
2007,3,"F","DIP","PSE","P40",23900
2007,3,"F","DIP","PSE","P60",34000
2007,3,"F","DIP","PSE","P80",47000
2007,3,"F","DIP","PSE","P25",17000
2007,3,"F","DIP","PSE","P50",29100
2007,3,"F","DIP","PSE","P75",43600
2007,3,"F","DIP","PSE","Mean",33400
2007,3,"F","DIP","PSE","Mean L",30200
2007,3,"F","DIP","PSE","Mean H",36600
2007,3,"F","DIP","PSE","Count",230
2007,4,"F","DIP","PSE","P10",8500
2007,4,"F","DIP","PSE","P90",65800
2007,4,"F","DIP","PSE","P20",14400
2007,4,"F","DIP","PSE","P40",26800
2007,4,"F","DIP","PSE","P60",36200
2007,4,"F","DIP","PSE","P80",48800
2007,4,"F","DIP","PSE","P25",18000
2007,4,"F","DIP","PSE","P50",30200
2007,4,"F","DIP","PSE","P75",45400
2007,4,"F","DIP","PSE","Mean",34800
2007,4,"F","DIP","PSE","Mean L",31700
2007,4,"F","DIP","PSE","Mean H",38000
2007,4,"F","DIP","PSE","Count",230
2007,5,"F","DIP","PSE","P10",7400
2007,5,"F","DIP","PSE","P90",59300
2007,5,"F","DIP","PSE","P20",13300
2007,5,"F","DIP","PSE","P40",28900
2007,5,"F","DIP","PSE","P60",36300
2007,5,"F","DIP","PSE","P80",50600
2007,5,"F","DIP","PSE","P25",16600
2007,5,"F","DIP","PSE","P50",31800
2007,5,"F","DIP","PSE","P75",46400
2007,5,"F","DIP","PSE","Mean",35500
2007,5,"F","DIP","PSE","Mean L",32100
2007,5,"F","DIP","PSE","Mean H",39000
2007,5,"F","DIP","PSE","Count",220
2007,6,"F","DIP","PSE","P10",7500
2007,6,"F","DIP","PSE","P90",74400
2007,6,"F","DIP","PSE","P20",15900
2007,6,"F","DIP","PSE","P40",29100
2007,6,"F","DIP","PSE","P60",37700
2007,6,"F","DIP","PSE","P80",51700
2007,6,"F","DIP","PSE","P25",18900
2007,6,"F","DIP","PSE","P50",32900
2007,6,"F","DIP","PSE","P75",48000
2007,6,"F","DIP","PSE","Mean",37600
2007,6,"F","DIP","PSE","Mean L",33900
2007,6,"F","DIP","PSE","Mean H",41400
2007,6,"F","DIP","PSE","Count",210
2008,1,"F","DIP","PSE","P10",8100
2008,1,"F","DIP","PSE","P90",59100
2008,1,"F","DIP","PSE","P20",13000
2008,1,"F","DIP","PSE","P40",21300
2008,1,"F","DIP","PSE","P60",30500
2008,1,"F","DIP","PSE","P80",43600
2008,1,"F","DIP","PSE","P25",16400
2008,1,"F","DIP","PSE","P50",25600
2008,1,"F","DIP","PSE","P75",40800
2008,1,"F","DIP","PSE","Mean",31900
2008,1,"F","DIP","PSE","Mean L",28800
2008,1,"F","DIP","PSE","Mean H",35000
2008,1,"F","DIP","PSE","Count",260
2008,2,"F","DIP","PSE","P10",8300
2008,2,"F","DIP","PSE","P90",65700
2008,2,"F","DIP","PSE","P20",14800
2008,2,"F","DIP","PSE","P40",25500
2008,2,"F","DIP","PSE","P60",35000
2008,2,"F","DIP","PSE","P80",47200
2008,2,"F","DIP","PSE","P25",17600
2008,2,"F","DIP","PSE","P50",30000
2008,2,"F","DIP","PSE","P75",43100
2008,2,"F","DIP","PSE","Mean",35200
2008,2,"F","DIP","PSE","Mean L",31700
2008,2,"F","DIP","PSE","Mean H",38600
2008,2,"F","DIP","PSE","Count",230
2008,3,"F","DIP","PSE","P10",10100
2008,3,"F","DIP","PSE","P90",62200
2008,3,"F","DIP","PSE","P20",14400
2008,3,"F","DIP","PSE","P40",27700
2008,3,"F","DIP","PSE","P60",36200
2008,3,"F","DIP","PSE","P80",47700
2008,3,"F","DIP","PSE","P25",17600
2008,3,"F","DIP","PSE","P50",31400
2008,3,"F","DIP","PSE","P75",44200
2008,3,"F","DIP","PSE","Mean",35700
2008,3,"F","DIP","PSE","Mean L",32200
2008,3,"F","DIP","PSE","Mean H",39200
2008,3,"F","DIP","PSE","Count",210
2008,4,"F","DIP","PSE","P10",8600
2008,4,"F","DIP","PSE","P90",81800
2008,4,"F","DIP","PSE","P20",14700
2008,4,"F","DIP","PSE","P40",27300
2008,4,"F","DIP","PSE","P60",38100
2008,4,"F","DIP","PSE","P80",51900
2008,4,"F","DIP","PSE","P25",18700
2008,4,"F","DIP","PSE","P50",32400
2008,4,"F","DIP","PSE","P75",44400
2008,4,"F","DIP","PSE","Mean",37500
2008,4,"F","DIP","PSE","Mean L",33400
2008,4,"F","DIP","PSE","Mean H",41500
2008,4,"F","DIP","PSE","Count",200
2008,5,"F","DIP","PSE","P10",11500
2008,5,"F","DIP","PSE","P90",77300
2008,5,"F","DIP","PSE","P20",15800
2008,5,"F","DIP","PSE","P40",28700
2008,5,"F","DIP","PSE","P60",39500
2008,5,"F","DIP","PSE","P80",52900
2008,5,"F","DIP","PSE","P25",17900
2008,5,"F","DIP","PSE","P50",35000
2008,5,"F","DIP","PSE","P75",49100
2008,5,"F","DIP","PSE","Mean",39300
2008,5,"F","DIP","PSE","Mean L",35300
2008,5,"F","DIP","PSE","Mean H",43300
2008,5,"F","DIP","PSE","Count",200
2009,1,"F","DIP","PSE","P10",10200
2009,1,"F","DIP","PSE","P90",50300
2009,1,"F","DIP","PSE","P20",15400
2009,1,"F","DIP","PSE","P40",21500
2009,1,"F","DIP","PSE","P60",28300
2009,1,"F","DIP","PSE","P80",38600
2009,1,"F","DIP","PSE","P25",16500
2009,1,"F","DIP","PSE","P50",25100
2009,1,"F","DIP","PSE","P75",36200
2009,1,"F","DIP","PSE","Mean",29300
2009,1,"F","DIP","PSE","Mean L",27100
2009,1,"F","DIP","PSE","Mean H",31600
2009,1,"F","DIP","PSE","Count",310
2009,2,"F","DIP","PSE","P10",8500
2009,2,"F","DIP","PSE","P90",52200
2009,2,"F","DIP","PSE","P20",15100
2009,2,"F","DIP","PSE","P40",23500
2009,2,"F","DIP","PSE","P60",29900
2009,2,"F","DIP","PSE","P80",40200
2009,2,"F","DIP","PSE","P25",18700
2009,2,"F","DIP","PSE","P50",26200
2009,2,"F","DIP","PSE","P75",37000
2009,2,"F","DIP","PSE","Mean",30000
2009,2,"F","DIP","PSE","Mean L",27600
2009,2,"F","DIP","PSE","Mean H",32400
2009,2,"F","DIP","PSE","Count",280
2009,3,"F","DIP","PSE","P10",8700
2009,3,"F","DIP","PSE","P90",59500
2009,3,"F","DIP","PSE","P20",15400
2009,3,"F","DIP","PSE","P40",24500
2009,3,"F","DIP","PSE","P60",32700
2009,3,"F","DIP","PSE","P80",43300
2009,3,"F","DIP","PSE","P25",18500
2009,3,"F","DIP","PSE","P50",29600
2009,3,"F","DIP","PSE","P75",39900
2009,3,"F","DIP","PSE","Mean",32800
2009,3,"F","DIP","PSE","Mean L",30000
2009,3,"F","DIP","PSE","Mean H",35600
2009,3,"F","DIP","PSE","Count",270
2009,4,"F","DIP","PSE","P10",9100
2009,4,"F","DIP","PSE","P90",65300
2009,4,"F","DIP","PSE","P20",15200
2009,4,"F","DIP","PSE","P40",25200
2009,4,"F","DIP","PSE","P60",35300
2009,4,"F","DIP","PSE","P80",46100
2009,4,"F","DIP","PSE","P25",19000
2009,4,"F","DIP","PSE","P50",29000
2009,4,"F","DIP","PSE","P75",42500
2009,4,"F","DIP","PSE","Mean",34600
2009,4,"F","DIP","PSE","Mean L",31400
2009,4,"F","DIP","PSE","Mean H",37700
2009,4,"F","DIP","PSE","Count",250
2010,1,"F","DIP","PSE","P10",8300
2010,1,"F","DIP","PSE","P90",47500
2010,1,"F","DIP","PSE","P20",13400
2010,1,"F","DIP","PSE","P40",19500
2010,1,"F","DIP","PSE","P60",26100
2010,1,"F","DIP","PSE","P80",36600
2010,1,"F","DIP","PSE","P25",15100
2010,1,"F","DIP","PSE","P50",21900
2010,1,"F","DIP","PSE","P75",32900
2010,1,"F","DIP","PSE","Mean",26300
2010,1,"F","DIP","PSE","Mean L",24400
2010,1,"F","DIP","PSE","Mean H",28200
2010,1,"F","DIP","PSE","Count",360
2010,2,"F","DIP","PSE","P10",8200
2010,2,"F","DIP","PSE","P90",49200
2010,2,"F","DIP","PSE","P20",13800
2010,2,"F","DIP","PSE","P40",22000
2010,2,"F","DIP","PSE","P60",28400
2010,2,"F","DIP","PSE","P80",40500
2010,2,"F","DIP","PSE","P25",15800
2010,2,"F","DIP","PSE","P50",24700
2010,2,"F","DIP","PSE","P75",36800
2010,2,"F","DIP","PSE","Mean",28700
2010,2,"F","DIP","PSE","Mean L",26400
2010,2,"F","DIP","PSE","Mean H",31100
2010,2,"F","DIP","PSE","Count",310
2010,3,"F","DIP","PSE","P10",10000
2010,3,"F","DIP","PSE","P90",53200
2010,3,"F","DIP","PSE","P20",14200
2010,3,"F","DIP","PSE","P40",22600
2010,3,"F","DIP","PSE","P60",30500
2010,3,"F","DIP","PSE","P80",43900
2010,3,"F","DIP","PSE","P25",16900
2010,3,"F","DIP","PSE","P50",26100
2010,3,"F","DIP","PSE","P75",40100
2010,3,"F","DIP","PSE","Mean",31100
2010,3,"F","DIP","PSE","Mean L",28300
2010,3,"F","DIP","PSE","Mean H",33900
2010,3,"F","DIP","PSE","Count",290
2011,1,"F","DIP","PSE","P10",6900
2011,1,"F","DIP","PSE","P90",43200
2011,1,"F","DIP","PSE","P20",12000
2011,1,"F","DIP","PSE","P40",19200
2011,1,"F","DIP","PSE","P60",27000
2011,1,"F","DIP","PSE","P80",35800
2011,1,"F","DIP","PSE","P25",14000
2011,1,"F","DIP","PSE","P50",23800
2011,1,"F","DIP","PSE","P75",32700
2011,1,"F","DIP","PSE","Mean",25600
2011,1,"F","DIP","PSE","Mean L",23900
2011,1,"F","DIP","PSE","Mean H",27300
2011,1,"F","DIP","PSE","Count",400
2011,2,"F","DIP","PSE","P10",10400
2011,2,"F","DIP","PSE","P90",49300
2011,2,"F","DIP","PSE","P20",15300
2011,2,"F","DIP","PSE","P40",22700
2011,2,"F","DIP","PSE","P60",29700
2011,2,"F","DIP","PSE","P80",40300
2011,2,"F","DIP","PSE","P25",16900
2011,2,"F","DIP","PSE","P50",26400
2011,2,"F","DIP","PSE","P75",38000
2011,2,"F","DIP","PSE","Mean",29400
2011,2,"F","DIP","PSE","Mean L",27400
2011,2,"F","DIP","PSE","Mean H",31300
2011,2,"F","DIP","PSE","Count",350
2012,1,"F","DIP","PSE","P10",7500
2012,1,"F","DIP","PSE","P90",39900
2012,1,"F","DIP","PSE","P20",11500
2012,1,"F","DIP","PSE","P40",17900
2012,1,"F","DIP","PSE","P60",23600
2012,1,"F","DIP","PSE","P80",32700
2012,1,"F","DIP","PSE","P25",13000
2012,1,"F","DIP","PSE","P50",20400
2012,1,"F","DIP","PSE","P75",29000
2012,1,"F","DIP","PSE","Mean",23100
2012,1,"F","DIP","PSE","Mean L",21600
2012,1,"F","DIP","PSE","Mean H",24500
2012,1,"F","DIP","PSE","Count",420
2005,1,"F","DIP","FAR","P10",9400
2005,1,"F","DIP","FAR","P90",41000
2005,1,"F","DIP","FAR","P20",14000
2005,1,"F","DIP","FAR","P40",19800
2005,1,"F","DIP","FAR","P60",27100
2005,1,"F","DIP","FAR","P80",35300
2005,1,"F","DIP","FAR","P25",14800
2005,1,"F","DIP","FAR","P50",22800
2005,1,"F","DIP","FAR","P75",33100
2005,1,"F","DIP","FAR","Mean",24300
2005,1,"F","DIP","FAR","Mean L",22900
2005,1,"F","DIP","FAR","Mean H",25600
2005,1,"F","DIP","FAR","Count",330
2005,2,"F","DIP","FAR","P10",11700
2005,2,"F","DIP","FAR","P90",44500
2005,2,"F","DIP","FAR","P20",17100
2005,2,"F","DIP","FAR","P40",25100
2005,2,"F","DIP","FAR","P60",33100
2005,2,"F","DIP","FAR","P80",39500
2005,2,"F","DIP","FAR","P25",19400
2005,2,"F","DIP","FAR","P50",29900
2005,2,"F","DIP","FAR","P75",37600
2005,2,"F","DIP","FAR","Mean",28900
2005,2,"F","DIP","FAR","Mean L",27500
2005,2,"F","DIP","FAR","Mean H",30400
2005,2,"F","DIP","FAR","Count",290
2005,3,"F","DIP","FAR","P10",12000
2005,3,"F","DIP","FAR","P90",50100
2005,3,"F","DIP","FAR","P20",17600
2005,3,"F","DIP","FAR","P40",27500
2005,3,"F","DIP","FAR","P60",35600
2005,3,"F","DIP","FAR","P80",42800
2005,3,"F","DIP","FAR","P25",19300
2005,3,"F","DIP","FAR","P50",31600
2005,3,"F","DIP","FAR","P75",40900
2005,3,"F","DIP","FAR","Mean",31300
2005,3,"F","DIP","FAR","Mean L",29600
2005,3,"F","DIP","FAR","Mean H",33000
2005,3,"F","DIP","FAR","Count",280
2005,4,"F","DIP","FAR","P10",8400
2005,4,"F","DIP","FAR","P90",52300
2005,4,"F","DIP","FAR","P20",15200
2005,4,"F","DIP","FAR","P40",26800
2005,4,"F","DIP","FAR","P60",36800
2005,4,"F","DIP","FAR","P80",45700
2005,4,"F","DIP","FAR","P25",17600
2005,4,"F","DIP","FAR","P50",32200
2005,4,"F","DIP","FAR","P75",42400
2005,4,"F","DIP","FAR","Mean",31400
2005,4,"F","DIP","FAR","Mean L",29300
2005,4,"F","DIP","FAR","Mean H",33400
2005,4,"F","DIP","FAR","Count",250
2005,5,"F","DIP","FAR","P10",8300
2005,5,"F","DIP","FAR","P90",55200
2005,5,"F","DIP","FAR","P20",15400
2005,5,"F","DIP","FAR","P40",28900
2005,5,"F","DIP","FAR","P60",38200
2005,5,"F","DIP","FAR","P80",49700
2005,5,"F","DIP","FAR","P25",19400
2005,5,"F","DIP","FAR","P50",33500
2005,5,"F","DIP","FAR","P75",45700
2005,5,"F","DIP","FAR","Mean",33200
2005,5,"F","DIP","FAR","Mean L",30900
2005,5,"F","DIP","FAR","Mean H",35500
2005,5,"F","DIP","FAR","Count",240
2005,6,"F","DIP","FAR","P10",9100
2005,6,"F","DIP","FAR","P90",55100
2005,6,"F","DIP","FAR","P20",16200
2005,6,"F","DIP","FAR","P40",29700
2005,6,"F","DIP","FAR","P60",38300
2005,6,"F","DIP","FAR","P80",49200
2005,6,"F","DIP","FAR","P25",18400
2005,6,"F","DIP","FAR","P50",34800
2005,6,"F","DIP","FAR","P75",46700
2005,6,"F","DIP","FAR","Mean",34000
2005,6,"F","DIP","FAR","Mean L",31500
2005,6,"F","DIP","FAR","Mean H",36500
2005,6,"F","DIP","FAR","Count",230
2005,7,"F","DIP","FAR","P10",8300
2005,7,"F","DIP","FAR","P90",58300
2005,7,"F","DIP","FAR","P20",15900
2005,7,"F","DIP","FAR","P40",28800
2005,7,"F","DIP","FAR","P60",39100
2005,7,"F","DIP","FAR","P80",51700
2005,7,"F","DIP","FAR","P25",18100
2005,7,"F","DIP","FAR","P50",34500
2005,7,"F","DIP","FAR","P75",47800
2005,7,"F","DIP","FAR","Mean",35800
2005,7,"F","DIP","FAR","Mean L",32400
2005,7,"F","DIP","FAR","Mean H",39300
2005,7,"F","DIP","FAR","Count",210
2005,8,"F","DIP","FAR","P10",9500
2005,8,"F","DIP","FAR","P90",64200
2005,8,"F","DIP","FAR","P20",15100
2005,8,"F","DIP","FAR","P40",29700
2005,8,"F","DIP","FAR","P60",41000
2005,8,"F","DIP","FAR","P80",55300
2005,8,"F","DIP","FAR","P25",19400
2005,8,"F","DIP","FAR","P50",34300
2005,8,"F","DIP","FAR","P75",52900
2005,8,"F","DIP","FAR","Mean",38200
2005,8,"F","DIP","FAR","Mean L",34400
2005,8,"F","DIP","FAR","Mean H",42000
2005,8,"F","DIP","FAR","Count",210
2006,1,"F","DIP","FAR","P10",10100
2006,1,"F","DIP","FAR","P90",42100
2006,1,"F","DIP","FAR","P20",14000
2006,1,"F","DIP","FAR","P40",21400
2006,1,"F","DIP","FAR","P60",29400
2006,1,"F","DIP","FAR","P80",35400
2006,1,"F","DIP","FAR","P25",16200
2006,1,"F","DIP","FAR","P50",25200
2006,1,"F","DIP","FAR","P75",33800
2006,1,"F","DIP","FAR","Mean",25900
2006,1,"F","DIP","FAR","Mean L",24400
2006,1,"F","DIP","FAR","Mean H",27400
2006,1,"F","DIP","FAR","Count",310
2006,2,"F","DIP","FAR","P10",10100
2006,2,"F","DIP","FAR","P90",46400
2006,2,"F","DIP","FAR","P20",14800
2006,2,"F","DIP","FAR","P40",25000
2006,2,"F","DIP","FAR","P60",33000
2006,2,"F","DIP","FAR","P80",40600
2006,2,"F","DIP","FAR","P25",17900
2006,2,"F","DIP","FAR","P50",28400
2006,2,"F","DIP","FAR","P75",38700
2006,2,"F","DIP","FAR","Mean",29100
2006,2,"F","DIP","FAR","Mean L",27300
2006,2,"F","DIP","FAR","Mean H",30900
2006,2,"F","DIP","FAR","Count",270
2006,3,"F","DIP","FAR","P10",8400
2006,3,"F","DIP","FAR","P90",51200
2006,3,"F","DIP","FAR","P20",15000
2006,3,"F","DIP","FAR","P40",27100
2006,3,"F","DIP","FAR","P60",36800
2006,3,"F","DIP","FAR","P80",44800
2006,3,"F","DIP","FAR","P25",17600
2006,3,"F","DIP","FAR","P50",32200
2006,3,"F","DIP","FAR","P75",42700
2006,3,"F","DIP","FAR","Mean",31100
2006,3,"F","DIP","FAR","Mean L",29000
2006,3,"F","DIP","FAR","Mean H",33200
2006,3,"F","DIP","FAR","Count",240
2006,4,"F","DIP","FAR","P10",10700
2006,4,"F","DIP","FAR","P90",55100
2006,4,"F","DIP","FAR","P20",16600
2006,4,"F","DIP","FAR","P40",29700
2006,4,"F","DIP","FAR","P60",38500
2006,4,"F","DIP","FAR","P80",46800
2006,4,"F","DIP","FAR","P25",21500
2006,4,"F","DIP","FAR","P50",35000
2006,4,"F","DIP","FAR","P75",44800
2006,4,"F","DIP","FAR","Mean",34300
2006,4,"F","DIP","FAR","Mean L",31800
2006,4,"F","DIP","FAR","Mean H",36900
2006,4,"F","DIP","FAR","Count",210
2006,5,"F","DIP","FAR","P10",9500
2006,5,"F","DIP","FAR","P90",58800
2006,5,"F","DIP","FAR","P20",15300
2006,5,"F","DIP","FAR","P40",30100
2006,5,"F","DIP","FAR","P60",39200
2006,5,"F","DIP","FAR","P80",48400
2006,5,"F","DIP","FAR","P25",18800
2006,5,"F","DIP","FAR","P50",35200
2006,5,"F","DIP","FAR","P75",46000
2006,5,"F","DIP","FAR","Mean",34900
2006,5,"F","DIP","FAR","Mean L",32100
2006,5,"F","DIP","FAR","Mean H",37700
2006,5,"F","DIP","FAR","Count",210
2006,6,"F","DIP","FAR","P10",9900
2006,6,"F","DIP","FAR","P90",62800
2006,6,"F","DIP","FAR","P20",19800
2006,6,"F","DIP","FAR","P40",31000
2006,6,"F","DIP","FAR","P60",41800
2006,6,"F","DIP","FAR","P80",51400
2006,6,"F","DIP","FAR","P25",21600
2006,6,"F","DIP","FAR","P50",36800
2006,6,"F","DIP","FAR","P75",49400
2006,6,"F","DIP","FAR","Mean",37000
2006,6,"F","DIP","FAR","Mean L",33900
2006,6,"F","DIP","FAR","Mean H",40000
2006,6,"F","DIP","FAR","Count",190
2006,7,"F","DIP","FAR","P10",10200
2006,7,"F","DIP","FAR","P90",66300
2006,7,"F","DIP","FAR","P20",19000
2006,7,"F","DIP","FAR","P40",33500
2006,7,"F","DIP","FAR","P60",44000
2006,7,"F","DIP","FAR","P80",56000
2006,7,"F","DIP","FAR","P25",22400
2006,7,"F","DIP","FAR","P50",37800
2006,7,"F","DIP","FAR","P75",53200
2006,7,"F","DIP","FAR","Mean",40200
2006,7,"F","DIP","FAR","Mean L",36700
2006,7,"F","DIP","FAR","Mean H",43700
2006,7,"F","DIP","FAR","Count",180
2007,1,"F","DIP","FAR","P10",9800
2007,1,"F","DIP","FAR","P90",40900
2007,1,"F","DIP","FAR","P20",14200
2007,1,"F","DIP","FAR","P40",22600
2007,1,"F","DIP","FAR","P60",29700
2007,1,"F","DIP","FAR","P80",35600
2007,1,"F","DIP","FAR","P25",16800
2007,1,"F","DIP","FAR","P50",26700
2007,1,"F","DIP","FAR","P75",34200
2007,1,"F","DIP","FAR","Mean",26400
2007,1,"F","DIP","FAR","Mean L",24300
2007,1,"F","DIP","FAR","Mean H",28600
2007,1,"F","DIP","FAR","Count",280
2007,2,"F","DIP","FAR","P10",8900
2007,2,"F","DIP","FAR","P90",42300
2007,2,"F","DIP","FAR","P20",14600
2007,2,"F","DIP","FAR","P40",23400
2007,2,"F","DIP","FAR","P60",30500
2007,2,"F","DIP","FAR","P80",37900
2007,2,"F","DIP","FAR","P25",17100
2007,2,"F","DIP","FAR","P50",27800
2007,2,"F","DIP","FAR","P75",36200
2007,2,"F","DIP","FAR","Mean",27900
2007,2,"F","DIP","FAR","Mean L",25100
2007,2,"F","DIP","FAR","Mean H",30800
2007,2,"F","DIP","FAR","Count",250
2007,3,"F","DIP","FAR","P10",9000
2007,3,"F","DIP","FAR","P90",49900
2007,3,"F","DIP","FAR","P20",14900
2007,3,"F","DIP","FAR","P40",26100
2007,3,"F","DIP","FAR","P60",35800
2007,3,"F","DIP","FAR","P80",43900
2007,3,"F","DIP","FAR","P25",15800
2007,3,"F","DIP","FAR","P50",31400
2007,3,"F","DIP","FAR","P75",41400
2007,3,"F","DIP","FAR","Mean",31100
2007,3,"F","DIP","FAR","Mean L",28200
2007,3,"F","DIP","FAR","Mean H",33900
2007,3,"F","DIP","FAR","Count",220
2007,4,"F","DIP","FAR","P10",7600
2007,4,"F","DIP","FAR","P90",51200
2007,4,"F","DIP","FAR","P20",12900
2007,4,"F","DIP","FAR","P40",27400
2007,4,"F","DIP","FAR","P60",37300
2007,4,"F","DIP","FAR","P80",45200
2007,4,"F","DIP","FAR","P25",17500
2007,4,"F","DIP","FAR","P50",31700
2007,4,"F","DIP","FAR","P75",43600
2007,4,"F","DIP","FAR","Mean",32200
2007,4,"F","DIP","FAR","Mean L",29000
2007,4,"F","DIP","FAR","Mean H",35300
2007,4,"F","DIP","FAR","Count",210
2007,5,"F","DIP","FAR","P10",7100
2007,5,"F","DIP","FAR","P90",52800
2007,5,"F","DIP","FAR","P20",13600
