"Year","College","MTCUCode","Entrants","Graduates"
"13-14","CAMB","59100",35,34
"16-17","CAMB","59100",50,45
"16-17","CAMB","60100",47,23
"14-15","CAMB","60100",46,21
"13-14","CAMB","60100",42,27
"15-16","CAMB","60100",47,15
"12-13","CAMB","60100",44,25
"14-15","CAMB","60200",47,23
"13-14","CAMB","60200",53,29
"12-13","CAMB","60200",73,42
"15-16","CAMB","60200",88,24
"16-17","CAMB","60200",62,20
"16-17","CAMB","60243",18,13
"13-14","CAMB","60243",25,13
"12-13","CAMB","60243",22,10
"15-16","CAMB","60243",29,16
"14-15","CAMB","60243",28,17
"15-16","CAMB","60503",25,11
"15-16","CAMB","60505",25,15
"13-14","CAMB","60505",22,11
"14-15","CAMB","60505",26,17
"16-17","CAMB","60505",21,13
"16-17","CAMB","60701",59,31
"13-14","CAMB","60701",56,26
"12-13","CAMB","60701",58,34
"15-16","CAMB","60701",53,25
"14-15","CAMB","60701",50,33
"13-14","CAMB","61003",15,15
"14-15","CAMB","61003",21,20
"12-13","CAMB","61003",19,19
"15-16","CAMB","61003",17,16
"16-17","CAMB","61003",20,19
"16-17","CAMB","61011",18,15
"14-15","CAMB","61011",18,15
"13-14","CAMB","61101",16,13
"15-16","CAMB","61101",18,13
"13-14","CAMB","61301",29,16
"12-13","CAMB","61301",18,11
"15-16","CAMB","61301",33,15
"14-15","CAMB","61301",24,12
"16-17","CAMB","61605",36,33
"14-15","CAMB","61605",30,29
"12-13","CAMB","61605",33,30
"13-14","CAMB","61605",32,31
"15-16","CAMB","61605",34,29
"14-15","CAMB","61609",29,19
"13-14","CAMB","61609",28,17
"12-13","CAMB","61609",34,22
"15-16","CAMB","61609",40,22
"16-17","CAMB","61609",45,28
"16-17","CAMB","61610",34,29
"16-17","CAMB","61800",30,14
"14-15","CAMB","61800",33,18
"12-13","CAMB","61800",33,16
"15-16","CAMB","61800",30,11
"13-14","CAMB","61800",38,17
"15-16","CAMB","61901",19,10
"16-17","CAMB","61907",38,16
"14-15","CAMB","61907",34,14
"12-13","CAMB","61907",28,13
"15-16","CAMB","61907",40,18
"13-14","CAMB","61907",33,17
"14-15","CAMB","62209",35,27
"12-13","CAMB","62209",43,25
"15-16","CAMB","62209",40,31
"13-14","CAMB","62209",42,24
"16-17","CAMB","62209",40,14
"13-14","CAMB","64407",12,10
"12-13","CAMB","64411",17,14
"13-14","CAMB","64411",29,26
"14-15","CAMB","64411",26,23
"15-16","CAMB","64411",26,23
"16-17","CAMB","64411",28,24
"14-15","CAMB","65503",25,10
"15-16","CAMB","65503",37,15
"14-15","CAMB","65613",27,23
"13-14","CAMB","65613",50,44
"12-13","CAMB","65613",47,41
"15-16","CAMB","65613",47,42
"16-17","CAMB","65613",30,25
"16-17","CAMB","69100",16,10
"16-17","CAMB","70223",28,25
"13-14","CAMB","70223",18,15
"14-15","CAMB","70223",16,13
"12-13","CAMB","70223",29,23
"15-16","CAMB","70223",39,29
"14-15","CAMB","70243",14,10
"12-13","CAMB","70243",10,10
"15-16","CAMB","70243",23,18
"13-14","CAMB","70243",11,11
"16-17","CAMB","70243",13,12
"16-17","CAMB","71604",13,13
"15-16","CAMB","71604",10,10
"13-14","CAMB","71604",11,11
"15-16","CAMB","71637",11,10
"16-17","CAMB","71637",10,10
"12-13","CAMB","72700",23,21
"15-16","CAMB","72700",22,22
"13-14","CAMB","72700",13,11
"14-15","CAMB","72700",18,17
"16-17","CAMB","72700",18,15
"12-13","CAMB","81400",53,32
"13-14","CAMB","81400",57,38
"13-14","CANA","41007",19,16
"12-13","CANA","41007",26,24
"14-15","CANA","41007",28,24
"15-16","CANA","41007",27,21
"16-17","CANA","41007",26,19
"16-17","CANA","41469",58,45
"14-15","CANA","41469",54,51
"13-14","CANA","41469",44,31
"12-13","CANA","41469",49,44
"15-16","CANA","41469",60,56
"16-17","CANA","41621",21,19
"12-13","CANA","41629",24,23
"13-14","CANA","42313",14,14
"12-13","CANA","43107",22,14
"13-14","CANA","43107",31,24
"15-16","CANA","43107",19,12
"14-15","CANA","43107",42,28
"16-17","CANA","43107",27,14
"12-13","CANA","43205",34,21
"14-15","CANA","43205",20,11
"13-14","CANA","43205",23,18
"14-15","CANA","45613",58,49
"12-13","CANA","45613",60,43
"15-16","CANA","45613",39,32
"13-14","CANA","45613",45,38
"16-17","CANA","45613",37,33
"14-15","CANA","46600",12,10
"12-13","CANA","46600",11,11
"13-14","CANA","46600",13,12
"14-15","CANA","50200",24,10
"15-16","CANA","50200",47,27
"13-14","CANA","50200",30,13
"16-17","CANA","50200",41,24
"16-17","CANA","50243",21,15
"16-17","CANA","50705",55,46
"14-15","CANA","50705",41,35
"12-13","CANA","50705",36,20
"15-16","CANA","50705",50,43
"13-14","CANA","50705",46,40
"14-15","CANA","50721",62,48
"12-13","CANA","50721",93,64
"13-14","CANA","50721",89,67
"15-16","CANA","50721",76,61
"16-17","CANA","50721",78,57
"16-17","CANA","50733",75,54
"12-13","CANA","50733",53,44
"15-16","CANA","50733",69,49
"14-15","CANA","50733",61,51
"13-14","CANA","50733",48,40
"12-13","CANA","50733",31,17
"15-16","CANA","50733",29,10
"13-14","CANA","50733",24,15
"14-15","CANA","50733",29,19
"16-17","CANA","50733",36,24
"16-17","CANA","51003",23,17
"15-16","CANA","51003",23,14
"12-13","CANA","51211",74,60
"14-15","CANA","51211",86,68
"15-16","CANA","51211",72,45
"13-14","CANA","51211",70,49
"16-17","CANA","51211",46,27
"14-15","CANA","51304",13,11
"13-14","CANA","51304",14,12
"12-13","CANA","51407",56,45
"13-14","CANA","51407",96,80
"15-16","CANA","51407",94,72
"14-15","CANA","51407",70,59
"16-17","CANA","51407",67,57
"12-13","CANA","51628",19,14
"13-14","CANA","51628",20,15
"14-15","CANA","51628",18,16
"12-13","CANA","51903",25,17
"14-15","CANA","51903",17,15
"13-14","CANA","51903",26,20
"15-16","CANA","51903",17,11
"16-17","CANA","51903",12,10
"16-17","CANA","51904",22,16
"12-13","CANA","51904",30,27
"14-15","CANA","51904",28,18
"15-16","CANA","51904",16,14
"13-14","CANA","51904",29,22
"12-13","CANA","52100",19,15
"13-14","CANA","52100",26,21
"14-15","CANA","52100",19,16
"15-16","CANA","52100",18,14
"16-17","CANA","52109",31,22
"12-13","CANA","52109",38,26
"14-15","CANA","52109",33,16
"13-14","CANA","52109",27,16
"15-16","CANA","52109",31,18
"12-13","CANA","52203",36,21
"14-15","CANA","52203",37,27
"15-16","CANA","52203",36,21
"13-14","CANA","52203",50,40
"16-17","CANA","52203",18,10
"16-17","CANA","52206",51,35
"15-16","CANA","52206",47,32
"14-15","CANA","52206",49,34
"13-14","CANA","52206",47,32
"12-13","CANA","52206",42,31
"13-14","CANA","52313",44,39
"15-16","CANA","52313",22,16
"12-13","CANA","52313",45,41
"14-15","CANA","52313",56,48
"16-17","CANA","52313",42,36
"16-17","CANA","52700",37,31
"12-13","CANA","52700",24,18
"15-16","CANA","52700",27,23
"13-14","CANA","52700",40,32
"14-15","CANA","52700",39,28
"13-14","CANA","53008",103,73
"14-15","CANA","53008",105,67
"15-16","CANA","53008",64,42
"12-13","CANA","53008",88,64
"16-17","CANA","53008",92,69
"16-17","CANA","53107",23,12
"15-16","CANA","53107",19,12
"14-15","CANA","53107",36,23
"13-14","CANA","53107",26,18
"13-14","CANA","55211",15,14
"14-15","CANA","55211",16,14
"16-17","CANA","55211",14,13
"16-17","CANA","55300",26,20
"15-16","CANA","55300",22,17
"12-13","CANA","55300",28,22
"13-14","CANA","55300",23,17
"14-15","CANA","55300",17,15
"14-15","CANA","55300",12,11
"12-13","CANA","55300",20,13
"16-17","CANA","56405",15,12
"14-15","CANA","56405",18,17
"15-16","CANA","56405",16,10
"13-14","CANA","56405",21,15
"12-13","CANA","56600",71,52
"13-14","CANA","56600",90,69
"15-16","CANA","56600",66,58
"14-15","CANA","56600",49,42
"16-17","CANA","56600",56,45
"16-17","CANA","58100",24,17
"12-13","CANA","58100",36,25
"15-16","CANA","58100",21,20
"13-14","CANA","58100",23,10
"14-15","CANA","58100",22,15
"16-17","CANA","61615",28,17
"14-15","CANA","61615",40,22
"15-16","CANA","61615",25,21
"13-14","CANA","61615",35,16
"12-13","CANA","61615",34,19
"15-16","CANA","61820",28,20
"12-13","CANA","61820",41,20
"13-14","CANA","61820",33,17
"14-15","CANA","61820",42,21
"16-17","CANA","61820",27,17
"16-17","CANA","61911",17,10
"12-13","CANA","61911",17,14
"15-16","CANA","61911",21,15
"13-14","CANA","61911",14,12
"14-15","CANA","61911",19,13
"14-15","CANA","71900",26,21
"15-16","CANA","72706",14,14
"14-15","CANA","72706",13,11
"16-17","CENT","40208",11,10
"13-14","CENT","40509",30,12
"15-16","CENT","40509",24,10
"14-15","CENT","40509",24,12
"12-13","CENT","41211",32,24
"14-15","CENT","41211",32,22
"13-14","CENT","41211",34,21
"16-17","CENT","41211",29,24
"15-16","CENT","41469",98,68
"13-14","CENT","41469",117,91
"14-15","CENT","41469",117,99
"12-13","CENT","41469",100,77
"16-17","CENT","41469",110,78
"16-17","CENT","41609",79,60
"14-15","CENT","41609",76,55
"15-16","CENT","41609",78,57
"12-13","CENT","41609",70,56
"13-14","CENT","41609",71,57
"14-15","CENT","42305",58,30
"12-13","CENT","42305",64,33
"13-14","CENT","42305",57,30
"15-16","CENT","42305",41,25
"16-17","CENT","42305",44,26
"16-17","CENT","42313",27,16
"14-15","CENT","42313",24,15
"12-13","CENT","42313",40,26
"13-14","CENT","42313",43,33
"15-16","CENT","42313",38,26
"13-14","CENT","42401",39,29
"14-15","CENT","42401",26,14
"12-13","CENT","42401",33,21
"15-16","CENT","42401",28,13
"16-17","CENT","42401",19,16
"14-15","CENT","42903",37,27
"15-16","CENT","42903",51,43
"13-14","CENT","42903",72,55
"12-13","CENT","42903",45,35
"16-17","CENT","42903",39,33
"16-17","CENT","43006",26,24
"13-14","CENT","43006",34,31
"14-15","CENT","43006",29,26
"15-16","CENT","43006",26,23
"15-16","CENT","43106",26,15
"13-14","CENT","43106",18,14
"14-15","CENT","43106",30,20
"13-14","CENT","43200",17,11
"15-16","CENT","43200",23,17
"12-13","CENT","43200",14,11
"14-15","CENT","43200",15,12
"16-17","CENT","43200",13,10
"15-16","CENT","43203",166,104
"12-13","CENT","43203",178,121
"14-15","CENT","43203",150,93
"13-14","CENT","43203",204,131
"16-17","CENT","43203",192,149
"16-17","CENT","46401",74,43
"12-13","CENT","46401",64,39
"13-14","CENT","46401",64,36
"15-16","CENT","46401",78,48
"14-15","CENT","46401",66,36
"15-16","CENT","47100",31,17
"13-14","CENT","47100",25,17
"14-15","CENT","47100",25,14
"12-13","CENT","47100",36,24
"16-17","CENT","47100",27,13
"16-17","CENT","49403",12,12
"14-15","CENT","49403",16,16
"15-16","CENT","49403",14,12
"14-15","CENT","50100",113,72
"15-16","CENT","50100",147,104
"13-14","CENT","50100",137,102
"12-13","CENT","50100",90,64
"16-17","CENT","50100",114,74
"15-16","CENT","50200",61,29
"13-14","CENT","50200",67,30
"12-13","CENT","50200",75,39
"14-15","CENT","50200",49,21
"16-17","CENT","50200",43,16
"14-15","CENT","50504",35,25
"12-13","CENT","50504",19,13
"15-16","CENT","50504",30,23
"13-14","CENT","50504",27,16
"16-17","CENT","50504",33,20
"16-17","CENT","50505",45,22
"12-13","CENT","50505",41,30
"15-16","CENT","50505",55,30
"13-14","CENT","50505",64,41
"14-15","CENT","50505",64,35
"16-17","CENT","50600",37,19
"15-16","CENT","50600",54,30
"13-14","CENT","50600",38,27
"14-15","CENT","50600",41,25
"13-14","CENT","50705",106,80
"14-15","CENT","50705",116,81
"15-16","CENT","50705",114,82
"12-13","CENT","50705",81,63
"16-17","CENT","50705",116,78
"16-17","CENT","50707",24,10
"16-17","CENT","50721",142,114
"14-15","CENT","50721",166,134
"13-14","CENT","50721",137,106
"15-16","CENT","50721",150,121
"12-13","CENT","50721",125,85
"15-16","CENT","51007",39,25
"14-15","CENT","51007",25,18
"13-14","CENT","51007",30,20
"16-17","CENT","51021",21,12
"15-16","CENT","51021",30,16
"12-13","CENT","51021",42,28
"13-14","CENT","51021",39,21
"14-15","CENT","51021",26,17
"15-16","CENT","51211",277,187
"13-14","CENT","51211",265,148
"12-13","CENT","51211",261,139
"14-15","CENT","51211",248,156
"16-17","CENT","51211",285,178
"16-17","CENT","51304",36,25
"15-16","CENT","51304",26,14
"12-13","CENT","51304",36,27
"13-14","CENT","51304",53,41
"14-15","CENT","51304",44,31
"15-16","CENT","51407",452,236
"12-13","CENT","51407",311,170
"13-14","CENT","51407",398,194
"14-15","CENT","51407",381,189
"16-17","CENT","51407",482,236
"16-17","CENT","51502",41,21
"14-15","CENT","51502",38,28
"15-16","CENT","51502",49,29
"13-14","CENT","51502",36,22
"12-13","CENT","51502",33,20
"15-16","CENT","51623",83,58
"14-15","CENT","51623",77,47
"13-14","CENT","51623",72,44
"12-13","CENT","51623",77,50
"16-17","CENT","51623",79,48
"16-17","CENT","51637",43,27
"14-15","CENT","51637",58,34
"12-13","CENT","51637",56,40
"15-16","CENT","51637",46,28
"13-14","CENT","51637",57,39
"12-13","CENT","51641",34,18
"15-16","CENT","51641",31,23
"13-14","CENT","51641",34,29
"14-15","CENT","51641",30,24
"16-17","CENT","51641",39,28
"16-17","CENT","51800",23,12
"14-15","CENT","51800",20,12
"13-14","CENT","51800",22,14
"12-13","CENT","51800",14,12
"15-16","CENT","51800",26,13
"12-13","CENT","51900",18,10
"16-17","CENT","51901",25,14
"13-14","CENT","51901",22,13
"14-15","CENT","51901",27,15
"15-16","CENT","51901",20,10
"12-13","CENT","51901",15,10
"15-16","CENT","52203",43,25
"13-14","CENT","52203",58,31
"12-13","CENT","52203",29,15
"14-15","CENT","52203",32,15
"16-17","CENT","52203",40,28
"16-17","CENT","52209",33,18
"16-17","CENT","52306",21,16
"14-15","CENT","52306",32,24
"15-16","CENT","52306",23,17
"12-13","CENT","52306",25,17
"13-14","CENT","52306",39,19
"15-16","CENT","52308",135,86
"12-13","CENT","52308",66,32
"13-14","CENT","52308",112,75
"14-15","CENT","52308",125,92
"16-17","CENT","52308",121,84
"16-17","CENT","52316",34,24
"12-13","CENT","52316",31,21
"13-14","CENT","52316",36,20
"15-16","CENT","52316",24,19
"14-15","CENT","52316",32,21
"15-16","CENT","52611",79,55
"13-14","CENT","52611",90,67
"12-13","CENT","52611",58,35
"14-15","CENT","52611",98,55
"16-17","CENT","52611",97,71
"14-15","CENT","52700",40,29
"15-16","CENT","52700",23,17
"13-14","CENT","52700",30,26
"12-13","CENT","52700",33,25
"15-16","CENT","52801",41,26
"14-15","CENT","52801",57,31
"13-14","CENT","52801",32,15
"16-17","CENT","52801",60,36
"16-17","CENT","52900",63,23
"15-16","CENT","52900",47,21
"12-13","CENT","52900",26,11
"14-15","CENT","52900",52,21
"13-14","CENT","52900",35,14
"14-15","CENT","53008",259,177
"15-16","CENT","53008",246,160
"12-13","CENT","53008",241,178
"13-14","CENT","53008",241,139
"16-17","CENT","53008",246,158
"16-17","CENT","53200",91,56
"15-16","CENT","53200",89,51
"14-15","CENT","53200",102,52
"13-14","CENT","53200",105,64
"12-13","CENT","53200",62,41
"12-13","CENT","53204",59,45
"13-14","CENT","53204",56,50
"15-16","CENT","53204",64,55
"14-15","CENT","53204",48,43
"16-17","CENT","53204",60,47
"16-17","CENT","53205",69,33
"15-16","CENT","53205",69,37
"12-13","CENT","53205",63,35
"13-14","CENT","53205",61,26
"14-15","CENT","53205",69,38
"16-17","CENT","53401",23,13
"12-13","CENT","53401",19,15
"13-14","CENT","53401",22,13
"15-16","CENT","53401",29,15
"14-15","CENT","53401",27,21
"14-15","CENT","54701",22,15
"13-14","CENT","54701",30,18
"15-16","CENT","54701",25,15
"12-13","CENT","54701",117,49
"16-17","CENT","55203",35,20
"12-13","CENT","55203",28,15
"15-16","CENT","55203",44,28
"13-14","CENT","55203",42,23
"14-15","CENT","55203",38,21
"15-16","CENT","55211",35,22
"13-14","CENT","55211",47,33
"12-13","CENT","55211",38,24
"14-15","CENT","55211",39,31
"16-17","CENT","55211",41,29
"12-13","CENT","55300",29,21
"16-17","CENT","55500",43,21
"14-15","CENT","55503",27,11
"13-14","CENT","55503",48,27
"16-17","CENT","55613",60,34
"16-17","CENT","56405",74,33
"14-15","CENT","56405",52,20
"15-16","CENT","56405",76,35
"13-14","CENT","56405",55,25
"12-13","CENT","56405",34,10
"15-16","CENT","56405",92,48
"12-13","CENT","56405",135,73
"13-14","CENT","56405",196,101
"14-15","CENT","56405",112,54
"16-17","CENT","56405",108,47
"16-17","CENT","56405",41,14
"15-16","CENT","56405",36,15
"14-15","CENT","56405",39,17
"14-15","CENT","56405",37,20
"15-16","CENT","56405",36,14
"16-17","CENT","56405",39,17
"16-17","CENT","56600",129,80
"15-16","CENT","56600",122,84
"13-14","CENT","56600",133,97
"12-13","CENT","56600",106,73
"14-15","CENT","56600",133,87
"13-14","CENT","58900",17,10
"14-15","CENT","58900",21,15
"16-17","CENT","58900",20,13
"16-17","CENT","59806",13,11
"16-17","CENT","60100",134,103
"14-15","CENT","60100",230,172
"12-13","CENT","60100",216,151
"15-16","CENT","60100",190,132
"13-14","CENT","60100",193,138
"14-15","CENT","60200",98,31
"13-14","CENT","60200",116,51
"15-16","CENT","60200",65,23
"12-13","CENT","60200",129,50
"16-17","CENT","60200",62,19
"14-15","CENT","60201",34,15
"13-14","CENT","60201",61,35
"12-13","CENT","60201",70,34
"15-16","CENT","60202",48,20
"12-13","CENT","60202",43,18
"14-15","CENT","60202",52,21
"13-14","CENT","60202",35,14
"16-17","CENT","60202",23,11
"16-17","CENT","60223",85,36
"15-16","CENT","60223",78,48
"12-13","CENT","60223",77,44
"13-14","CENT","60223",70,36
"14-15","CENT","60223",92,42
"12-13","CENT","60503",41,23
"14-15","CENT","60504",32,19
"15-16","CENT","60504",25,12
"16-17","CENT","60504",34,14
"16-17","CENT","60504",29,11
"14-15","CENT","60504",37,20
"15-16","CENT","60505",65,40
"13-14","CENT","60505",42,21
"12-13","CENT","60505",54,24
"14-15","CENT","60505",55,28
"16-17","CENT","60505",44,27
"14-15","CENT","60509",27,14
"15-16","CENT","60600",52,17
"13-14","CENT","60600",51,24
"14-15","CENT","60600",60,37
"16-17","CENT","60600",58,29
"16-17","CENT","60701",129,79
"15-16","CENT","60701",125,77
"12-13","CENT","60701",111,76
"13-14","CENT","60701",111,48
"14-15","CENT","60701",130,77
"14-15","CENT","61007",49,33
"15-16","CENT","61007",36,12
"12-13","CENT","61007",60,31
"13-14","CENT","61007",38,16
"16-17","CENT","61007",30,13
"15-16","CENT","61021",29,16
"13-14","CENT","61021",37,10
"12-13","CENT","61021",38,19
"14-15","CENT","61021",50,30
"16-17","CENT","61021",34,14
"16-17","CENT","61303",55,19
"15-16","CENT","61303",58,38
"14-15","CENT","61303",66,37
"13-14","CENT","61303",43,30
"15-16","CENT","61304",50,34
"12-13","CENT","61304",48,25
"13-14","CENT","61304",52,38
"14-15","CENT","61304",70,47
"16-17","CENT","61304",41,28
"16-17","CENT","61618",37,22
"12-13","CENT","61618",58,39
"14-15","CENT","61618",34,19
"13-14","CENT","61618",41,30
"15-16","CENT","61618",41,28
"16-17","CENT","61643",20,13
"16-17","CENT","61820",32,22
"15-16","CENT","61820",32,23
"13-14","CENT","61820",27,17
"12-13","CENT","61820",30,18
"14-15","CENT","61820",27,17
"15-16","CENT","61903",67,46
"12-13","CENT","61903",78,46
"13-14","CENT","61903",67,37
"14-15","CENT","61903",64,42
"16-17","CENT","61903",71,43
"16-17","CENT","62006",61,31
"12-13","CENT","62006",78,35
"14-15","CENT","62006",70,40
"13-14","CENT","62006",66,34
"15-16","CENT","62006",55,22
"14-15","CENT","62100",53,36
"15-16","CENT","62100",35,20
"13-14","CENT","62100",51,28
"12-13","CENT","62100",52,28
"16-17","CENT","62100",37,22
"16-17","CENT","62700",23,11
"15-16","CENT","62700",33,17
"12-13","CENT","62700",24,17
"13-14","CENT","62700",28,19
"14-15","CENT","62700",39,28
"12-13","CENT","62900",33,17
"15-16","CENT","62900",34,20
"13-14","CENT","62900",42,23
"14-15","CENT","62900",55,27
"16-17","CENT","62900",48,18
"16-17","CENT","63201",41,25
"13-14","CENT","63201",98,48
"12-13","CENT","63201",130,75
"15-16","CENT","63201",44,23
"14-15","CENT","63201",74,49
"12-13","CENT","65203",38,21
"15-16","CENT","65203",38,15
"13-14","CENT","65203",30,15
"14-15","CENT","65203",43,16
"15-16","CENT","65503",22,14
"16-17","CENT","65503",28,16
"16-17","CENT","68900",44,20
"13-14","CENT","68900",37,21
"12-13","CENT","68900",54,31
"15-16","CENT","68900",39,20
"14-15","CENT","68900",41,20
"12-13","CENT","70104",11,11
"12-13","CENT","70200",47,34
"13-14","CENT","70200",54,39
"15-16","CENT","70200",29,19
"14-15","CENT","70200",37,25
"16-17","CENT","70200",29,17
"12-13","CENT","70202",23,18
"13-14","CENT","70202",21,18
"14-15","CENT","70202",17,13
"12-13","CENT","70207",104,75
"15-16","CENT","70207",57,40
"14-15","CENT","70207",63,39
"13-14","CENT","70207",75,56
"16-17","CENT","70207",50,35
"15-16","CENT","70223",29,26
"12-13","CENT","70223",49,41
"13-14","CENT","70223",44,37
"14-15","CENT","70223",39,34
"16-17","CENT","70223",21,19
"16-17","CENT","70243",112,106
"12-13","CENT","70243",62,58
"15-16","CENT","70243",115,108
"13-14","CENT","70243",78,76
"14-15","CENT","70243",100,96
"15-16","CENT","70717",19,16
"16-17","CENT","70717",12,10
"14-15","CENT","71400",113,67
"15-16","CENT","71400",93,60
"13-14","CENT","71400",147,101
"12-13","CENT","71400",173,131
"16-17","CENT","71400",120,97
"12-13","CENT","71996",22,21
"15-16","CENT","71996",31,28
"13-14","CENT","71996",23,22
"14-15","CENT","71996",27,19
"16-17","CENT","71996",32,24
"16-17","CENT","72000",15,13
"13-14","CENT","72000",19,15
"15-16","CENT","72000",19,18
"12-13","CENT","72000",16,13
"14-15","CENT","72000",12,12
"15-16","CENT","72104",18,12
"12-13","CENT","72104",20,16
"14-15","CENT","72104",19,15
"13-14","CENT","72104",17,17
"16-17","CENT","72104",16,13
"12-13","CENT","72205",22,21
"13-14","CENT","72205",21,20
"16-17","CENT","72205",10,10
"16-17","CENT","72208",47,45
"15-16","CENT","72208",47,43
"13-14","CENT","72208",40,38
"12-13","CENT","72208",43,40
"14-15","CENT","72208",39,37
"15-16","CENT","72614",136,115
"16-17","CENT","72614",187,159
"16-17","CENT","72801",18,14
"15-16","CENT","72801",19,16
"13-14","CENT","72801",22,12
"14-15","CENT","72801",28,15
"12-13","CENT","72801",21,18
"13-14","CENT","72939",10,10
"16-17","CENT","73212",15,13
"15-16","CENT","73212",22,22
"13-14","CENT","73212",13,11
"14-15","CENT","73212",25,21
"14-15","CENT","78222",11,11
"12-13","CENT","79000",62,60
"15-16","CENT","79000",49,45
"13-14","CENT","79000",63,62
"14-15","CENT","79000",49,46
