"Year","College","MTCUCode","Entrants","Graduates"
"16-17","SLAW","60701",136,93
"15-16","SLAW","60719",119,92
"16-17","SLAW","60719",112,85
"13-14","SLAW","60719",69,52
"12-13","SLAW","60719",72,54
"14-15","SLAW","60719",67,49
"13-14","SLAW","61003",46,28
"12-13","SLAW","61003",43,32
"14-15","SLAW","61003",51,35
"15-16","SLAW","61003",103,68
"16-17","SLAW","61003",105,77
"15-16","SLAW","61011",15,12
"16-17","SLAW","61011",24,20
"13-14","SLAW","61011",21,17
"12-13","SLAW","61011",27,18
"14-15","SLAW","61011",16,12
"13-14","SLAW","61304",31,23
"12-13","SLAW","61304",31,22
"14-15","SLAW","61304",39,27
"15-16","SLAW","61304",58,53
"16-17","SLAW","61304",53,45
"15-16","SLAW","61603",124,98
"16-17","SLAW","61603",101,85
"13-14","SLAW","61603",34,27
"12-13","SLAW","61603",37,30
"14-15","SLAW","61603",54,39
"13-14","SLAW","61609",80,68
"12-13","SLAW","61609",42,40
"14-15","SLAW","61609",93,76
"15-16","SLAW","61609",89,73
"16-17","SLAW","61609",88,69
"15-16","SLAW","61820",89,69
"16-17","SLAW","61820",77,64
"13-14","SLAW","61820",47,34
"12-13","SLAW","61820",43,36
"14-15","SLAW","61820",45,37
"13-14","SLAW","61912",35,28
"12-13","SLAW","61912",21,19
"14-15","SLAW","61912",28,21
"15-16","SLAW","61912",48,39
"16-17","SLAW","61912",47,41
"15-16","SLAW","62100",72,45
"16-17","SLAW","62100",60,35
"13-14","SLAW","62100",29,25
"12-13","SLAW","62100",19,18
"14-15","SLAW","62100",29,27
"13-14","SLAW","62900",46,29
"12-13","SLAW","62900",38,27
"14-15","SLAW","62900",34,26
"15-16","SLAW","62900",76,48
"16-17","SLAW","62900",89,55
"15-16","SLAW","65503",70,51
"16-17","SLAW","65503",71,56
"13-14","SLAW","65503",15,10
"12-13","SLAW","65503",32,18
"14-15","SLAW","65503",18,14
"13-14","SLAW","70711",31,30
"12-13","SLAW","70711",28,26
"14-15","SLAW","70711",25,23
"15-16","SLAW","70711",26,25
"16-17","SLAW","70711",22,20
"16-17","SLAW","71506",22,22
"12-13","SLAW","71506",19,12
"14-15","SLAW","71621",19,17
"15-16","SLAW","80719",60,40
"16-17","SLAW","80719",63,53
"13-14","SLAW","80719",108,69
"12-13","SLAW","80719",77,36
"14-15","SLAW","80719",74,37
"13-14","SLAW","81400",141,93
"12-13","SLAW","81400",97,74
"15-16","SSFL","41007",35,23
"16-17","SSFL","41007",57,33
"13-14","SSFL","41010",50,39
"14-15","SSFL","41010",40,29
"13-14","SSFL","41469",122,90
"12-13","SSFL","41469",126,97
"14-15","SSFL","41469",107,80
"15-16","SSFL","41469",96,70
"16-17","SSFL","41469",109,81
"15-16","SSFL","41802",14,10
"16-17","SSFL","41802",25,21
"13-14","SSFL","41802",14,10
"12-13","SSFL","41802",16,14
"14-15","SSFL","41802",15,15
"13-14","SSFL","41803",12,12
"12-13","SSFL","41803",11,10
"15-16","SSFL","41803",15,14
"12-13","SSFL","41804",13,12
"12-13","SSFL","41805",11,10
"16-17","SSFL","41805",12,11
"16-17","SSFL","41806",10,10
"12-13","SSFL","41806",12,12
"14-15","SSFL","41806",12,10
"14-15","SSFL","41810",12,10
"16-17","SSFL","41814",17,16
"13-14","SSFL","41831",12,11
"14-15","SSFL","41831",11,11
"15-16","SSFL","42201",21,14
"13-14","SSFL","42201",40,24
"12-13","SSFL","42201",44,27
"14-15","SSFL","42201",39,32
"13-14","SSFL","42313",29,18
"14-15","SSFL","42313",25,20
"15-16","SSFL","42313",26,21
"16-17","SSFL","42313",22,17
"15-16","SSFL","43006",39,33
"16-17","SSFL","43006",45,38
"13-14","SSFL","43006",45,36
"12-13","SSFL","43006",50,42
"14-15","SSFL","43006",48,40
"13-14","SSFL","43107",43,23
"12-13","SSFL","43107",39,21
"14-15","SSFL","43107",29,17
"15-16","SSFL","43107",19,11
"16-17","SSFL","43107",18,10
"15-16","SSFL","43906",58,38
"16-17","SSFL","43906",56,40
"13-14","SSFL","43906",58,43
"12-13","SSFL","43906",55,35
"14-15","SSFL","43906",58,36
"13-14","SSFL","43906",44,24
"12-13","SSFL","43906",39,18
"14-15","SSFL","43906",35,26
"15-16","SSFL","43906",44,31
"16-17","SSFL","43906",27,14
"15-16","SSFL","44403",68,46
"16-17","SSFL","44403",60,37
"13-14","SSFL","44403",57,28
"12-13","SSFL","44403",37,24
"14-15","SSFL","44403",52,30
"13-14","SSFL","44900",44,25
"12-13","SSFL","44900",46,27
"14-15","SSFL","44900",44,33
"15-16","SSFL","44900",54,34
"16-17","SSFL","44900",82,56
"15-16","SSFL","45613",50,23
"16-17","SSFL","45613",54,28
"13-14","SSFL","45613",62,34
"12-13","SSFL","45613",92,43
"14-15","SSFL","45613",60,33
"13-14","SSFL","46704",109,101
"12-13","SSFL","46704",133,119
"14-15","SSFL","46704",115,108
"15-16","SSFL","46704",108,104
"16-17","SSFL","46704",126,122
"15-16","SSFL","46705",54,41
"16-17","SSFL","46705",58,36
"13-14","SSFL","46705",51,37
"12-13","SSFL","46705",52,32
"14-15","SSFL","46705",37,21
"13-14","SSFL","47600",69,38
"12-13","SSFL","47600",125,60
"14-15","SSFL","47600",59,29
"15-16","SSFL","47600",55,24
"16-17","SSFL","47600",78,37
"15-16","SSFL","48205",17,14
"16-17","SSFL","48205",18,11
"13-14","SSFL","48205",18,14
"12-13","SSFL","48205",26,24
"14-15","SSFL","48205",17,16
"13-14","SSFL","50200",68,24
"12-13","SSFL","50200",48,27
"14-15","SSFL","50200",59,24
"15-16","SSFL","50200",42,20
"16-17","SSFL","50200",55,28
"15-16","SSFL","50310",22,18
"13-14","SSFL","50310",33,23
"12-13","SSFL","50310",29,16
"14-15","SSFL","50310",32,18
"13-14","SSFL","50509",31,14
"14-15","SSFL","50509",24,11
"15-16","SSFL","50705",87,53
"16-17","SSFL","50705",82,56
"13-14","SSFL","50705",88,63
"12-13","SSFL","50705",72,52
"14-15","SSFL","50705",94,64
"13-14","SSFL","50721",209,151
"12-13","SSFL","50721",185,125
"14-15","SSFL","50721",193,134
"15-16","SSFL","50721",185,134
"16-17","SSFL","50721",178,119
"15-16","SSFL","50733",84,45
"16-17","SSFL","50733",79,49
"13-14","SSFL","50733",91,42
"12-13","SSFL","50733",67,34
"14-15","SSFL","50733",88,48
"13-14","SSFL","50811",21,15
"12-13","SSFL","50811",22,18
"14-15","SSFL","50811",20,15
"15-16","SSFL","50811",27,23
"16-17","SSFL","50811",19,16
"16-17","SSFL","51011",28,19
"14-15","SSFL","51011",22,16
"13-14","SSFL","51211",90,43
"12-13","SSFL","51211",89,29
"14-15","SSFL","51211",94,44
"15-16","SSFL","51211",103,55
"16-17","SSFL","51211",115,58
"15-16","SSFL","51228",58,42
"16-17","SSFL","51228",43,33
"13-14","SSFL","51228",90,67
"12-13","SSFL","51228",90,59
"14-15","SSFL","51228",58,34
"13-14","SSFL","51407",171,130
"12-13","SSFL","51407",129,87
"14-15","SSFL","51407",164,130
"15-16","SSFL","51407",162,126
"16-17","SSFL","51407",168,136
"15-16","SSFL","51502",37,25
"16-17","SSFL","51502",38,25
"13-14","SSFL","51502",38,25
"12-13","SSFL","51502",40,23
"14-15","SSFL","51502",36,26
"15-16","SSFL","51623",17,10
"16-17","SSFL","51623",24,18
"15-16","SSFL","51637",26,15
"16-17","SSFL","51637",27,18
"13-14","SSFL","51637",29,15
"12-13","SSFL","51637",30,20
"14-15","SSFL","51637",33,22
"13-14","SSFL","51643",32,26
"12-13","SSFL","51643",25,18
"14-15","SSFL","51643",23,19
"15-16","SSFL","51643",21,20
"16-17","SSFL","51643",24,19
"15-16","SSFL","51800",28,21
"16-17","SSFL","51800",24,19
"12-13","SSFL","51800",17,12
"14-15","SSFL","51800",21,21
"16-17","SSFL","52198",23,19
"15-16","SSFL","52203",65,44
"16-17","SSFL","52203",49,37
"13-14","SSFL","52203",58,42
"12-13","SSFL","52203",56,41
"14-15","SSFL","52203",44,35
"13-14","SSFL","52209",34,18
"12-13","SSFL","52209",19,13
"14-15","SSFL","52209",42,28
"15-16","SSFL","52209",34,21
"16-17","SSFL","52209",31,12
"15-16","SSFL","52316",28,22
"16-17","SSFL","52316",16,10
"13-14","SSFL","52316",18,10
"14-15","SSFL","52316",18,15
"13-14","SSFL","52611",58,41
"12-13","SSFL","52611",46,37
"14-15","SSFL","52611",39,29
"15-16","SSFL","52611",38,27
"16-17","SSFL","52611",44,34
"15-16","SSFL","52613",61,48
"16-17","SSFL","52613",82,57
"13-14","SSFL","52613",68,45
"12-13","SSFL","52613",27,18
"14-15","SSFL","52613",63,32
"13-14","SSFL","52700",117,95
"12-13","SSFL","52700",81,67
"14-15","SSFL","52700",111,92
"15-16","SSFL","52700",104,89
"16-17","SSFL","52700",107,88
"15-16","SSFL","52700",32,13
"16-17","SSFL","52700",31,11
"13-14","SSFL","52700",32,15
"14-15","SSFL","52700",31,14
"13-14","SSFL","52709",150,101
"12-13","SSFL","52709",124,80
"14-15","SSFL","52709",155,119
"15-16","SSFL","52709",144,103
"16-17","SSFL","52709",191,120
"15-16","SSFL","52928",25,10
"13-14","SSFL","52928",23,12
"12-13","SSFL","52928",33,14
"14-15","SSFL","52928",25,16
"13-14","SSFL","53003",22,11
"13-14","SSFL","53007",63,39
"12-13","SSFL","53007",46,30
"14-15","SSFL","53007",74,50
"15-16","SSFL","53007",68,39
"16-17","SSFL","53007",52,38
"15-16","SSFL","53007",53,36
"16-17","SSFL","53007",28,16
"13-14","SSFL","53007",26,18
"12-13","SSFL","53007",31,19
"14-15","SSFL","53007",50,27
"13-14","SSFL","53008",180,96
"12-13","SSFL","53008",160,85
"14-15","SSFL","53008",180,94
"15-16","SSFL","53008",161,74
"16-17","SSFL","53008",158,87
"15-16","SSFL","53107",82,57
"16-17","SSFL","53107",24,13
"13-14","SSFL","53107",49,23
"12-13","SSFL","53107",48,30
"14-15","SSFL","53107",51,23
"14-15","SSFL","53107",16,11
"15-16","SSFL","53200",11,11
"15-16","SSFL","53205",46,35
"16-17","SSFL","53205",40,29
"13-14","SSFL","53205",49,28
"12-13","SSFL","53205",52,27
"14-15","SSFL","53205",56,33
"13-14","SSFL","53401",25,18
"12-13","SSFL","53401",29,19
"14-15","SSFL","53401",20,17
"15-16","SSFL","53401",30,21
"16-17","SSFL","53401",24,15
"16-17","SSFL","53906",24,18
"15-16","SSFL","54203",105,66
"16-17","SSFL","54203",79,62
"13-14","SSFL","54203",92,61
"12-13","SSFL","54203",69,42
"14-15","SSFL","54203",89,63
"13-14","SSFL","54204",80,62
"12-13","SSFL","54204",70,55
"14-15","SSFL","54204",113,88
"15-16","SSFL","54204",61,49
"16-17","SSFL","54204",101,86
"16-17","SSFL","54403",111,65
"15-16","SSFL","54403",87,45
"13-14","SSFL","54403",82,47
"12-13","SSFL","54403",56,37
"14-15","SSFL","54403",59,42
"13-14","SSFL","54407",33,20
"12-13","SSFL","54407",27,21
"14-15","SSFL","54407",35,23
"16-17","SSFL","54407",32,22
"15-16","SSFL","54407",52,34
"16-17","SSFL","55500",74,48
"15-16","SSFL","55500",39,19
"14-15","SSFL","55500",20,13
"13-14","SSFL","55613",124,64
"12-13","SSFL","55613",41,36
"14-15","SSFL","55613",104,42
"16-17","SSFL","55613",82,39
"15-16","SSFL","55613",88,46
"16-17","SSFL","56705",21,11
"13-14","SSFL","56705",31,19
"14-15","SSFL","56705",16,13
"13-14","SSFL","60100",30,16
"12-13","SSFL","60100",47,22
"14-15","SSFL","60100",38,19
"16-17","SSFL","60100",42,28
"15-16","SSFL","60100",39,22
"16-17","SSFL","60200",35,19
"15-16","SSFL","60200",37,17
"13-14","SSFL","60200",49,30
"12-13","SSFL","60200",50,24
"14-15","SSFL","60200",53,23
"13-14","SSFL","60202",33,25
"12-13","SSFL","60202",32,23
"14-15","SSFL","60202",34,23
"16-17","SSFL","60202",32,23
"15-16","SSFL","60202",31,21
"16-17","SSFL","60223",27,19
"15-16","SSFL","60223",19,12
"13-14","SSFL","60223",39,22
"12-13","SSFL","60223",27,15
"14-15","SSFL","60223",34,15
"14-15","SSFL","60509",25,13
"16-17","SSFL","60509",17,11
"15-16","SSFL","60509",17,13
"16-17","SSFL","61304",69,43
"15-16","SSFL","61304",86,56
"13-14","SSFL","61304",66,39
"12-13","SSFL","61304",69,49
"14-15","SSFL","61304",63,40
"13-14","SSFL","61618",81,45
"12-13","SSFL","61618",72,43
"14-15","SSFL","61618",76,31
"16-17","SSFL","61618",49,28
"15-16","SSFL","61618",43,27
"16-17","SSFL","62700",56,39
"15-16","SSFL","62700",59,33
"13-14","SSFL","62700",44,36
"12-13","SSFL","62700",43,39
"14-15","SSFL","62700",33,27
"13-14","SSFL","62709",28,20
"12-13","SSFL","62709",27,25
"14-15","SSFL","62709",44,27
"16-17","SSFL","62709",41,26
"15-16","SSFL","62709",46,31
"16-17","SSFL","62900",22,14
"15-16","SSFL","62900",40,21
"13-14","SSFL","62900",37,19
"12-13","SSFL","62900",54,35
"14-15","SSFL","62900",46,26
"13-14","SSFL","63002",25,16
"12-13","SSFL","63002",28,17
"14-15","SSFL","63002",24,12
"16-17","SSFL","63002",33,19
"15-16","SSFL","63002",29,16
"15-16","SSFL","63200",34,21
"13-14","SSFL","63200",36,20
"12-13","SSFL","63200",40,25
"14-15","SSFL","63200",34,22
"13-14","SSFL","64204",47,40
"12-13","SSFL","64204",38,36
"14-15","SSFL","64204",51,41
"16-17","SSFL","64204",56,46
"15-16","SSFL","64204",56,47
"16-17","SSFL","70207",11,11
"16-17","SSFL","70305",25,23
"15-16","SSFL","70305",20,19
"13-14","SSFL","70305",25,21
"12-13","SSFL","70305",22,18
"14-15","SSFL","70305",14,12
"13-14","SSFL","70305",35,31
"12-13","SSFL","70305",29,21
"14-15","SSFL","70305",43,37
"16-17","SSFL","70305",36,35
"15-16","SSFL","70305",31,29
"16-17","SSFL","70810",35,35
"15-16","SSFL","70810",29,29
"13-14","SSFL","70810",29,28
"12-13","SSFL","70810",30,29
"14-15","SSFL","70810",29,28
"16-17","SSFL","71809",12,12
"16-17","SSFL","72011",11,11
"12-13","SSFL","72205",17,13
"16-17","SSFL","72206",12,10
"14-15","SSFL","72711",15,13
"13-14","SSFL","73009",32,28
"12-13","SSFL","73009",20,17
"14-15","SSFL","73009",16,16
"16-17","SSFL","73009",20,19
"16-17","SSFL","74200",24,18
"15-16","SSFL","74200",27,14
"13-14","SSFL","74200",37,19
"12-13","SSFL","74200",32,15
"14-15","SSFL","74200",26,12
"13-14","STCL","41010",59,39
"12-13","STCL","41010",49,34
"14-15","STCL","41010",47,30
"16-17","STCL","41010",54,37
"15-16","STCL","41010",43,25
"16-17","STCL","41469",428,357
"15-16","STCL","41469",255,207
"13-14","STCL","41469",246,210
"12-13","STCL","41469",275,229
"14-15","STCL","41469",263,228
"13-14","STCL","41609",41,31
"12-13","STCL","41609",30,23
"14-15","STCL","41609",37,30
"16-17","STCL","41609",58,45
"15-16","STCL","41609",41,32
"16-17","STCL","41629",102,88
"15-16","STCL","41629",48,38
"13-14","STCL","41629",84,55
"12-13","STCL","41629",82,59
"14-15","STCL","41629",48,41
"14-15","STCL","42209",22,14
"16-17","STCL","42209",32,23
"15-16","STCL","42209",34,23
"16-17","STCL","42313",323,253
"15-16","STCL","42313",178,136
"13-14","STCL","42313",179,119
"12-13","STCL","42313",166,101
"14-15","STCL","42313",136,101
"16-17","STCL","43006",54,48
"15-16","STCL","43006",22,15
"16-17","STCL","44900",132,92
"15-16","STCL","44900",77,52
"13-14","STCL","44900",53,28
"12-13","STCL","44900",25,15
"14-15","STCL","44900",68,30
"13-14","STCL","45613",170,93
"12-13","STCL","45613",102,47
"14-15","STCL","45613",135,84
"16-17","STCL","45613",302,192
"15-16","STCL","45613",147,105
"16-17","STCL","46405",16,14
"13-14","STCL","47600",24,14
"12-13","STCL","47600",24,13
"14-15","STCL","47600",26,15
"16-17","STCL","47600",66,43
"15-16","STCL","47600",30,19
"16-17","STCL","50100",71,46
"13-14","STCL","50100",142,76
"12-13","STCL","50100",132,37
"14-15","STCL","50100",93,50
"16-17","STCL","50200",43,17
"13-14","STCL","50202",69,20
"12-13","STCL","50202",29,19
"16-17","STCL","50243",32,21
"16-17","STCL","50505",55,29
"15-16","STCL","50505",50,18
"13-14","STCL","50505",74,34
"12-13","STCL","50505",139,23
"14-15","STCL","50505",57,27
"15-16","STCL","50705",38,24
"16-17","STCL","50705",48,32
"15-16","STCL","50728",42,35
"16-17","STCL","50728",56,49
"14-15","STCL","50728",32,28
"13-14","STCL","51007",22,12
"12-13","STCL","51007",21,15
"14-15","STCL","51007",21,12
"16-17","STCL","51007",15,10
"15-16","STCL","51211",255,196
"16-17","STCL","51211",259,210
"13-14","STCL","51211",241,161
"12-13","STCL","51211",230,162
"14-15","STCL","51211",231,191
"15-16","STCL","51228",63,49
"16-17","STCL","51228",62,42
"13-14","STCL","51228",50,41
"12-13","STCL","51228",43,28
"14-15","STCL","51228",62,49
"13-14","STCL","51407",373,302
"12-13","STCL","51407",364,278
"14-15","STCL","51407",343,297
"16-17","STCL","51407",342,298
"15-16","STCL","51407",346,281
"15-16","STCL","51502",23,20
"16-17","STCL","51502",37,35
"15-16","STCL","51603",49,31
"16-17","STCL","51603",50,29
"13-14","STCL","51603",50,28
"12-13","STCL","51603",54,27
"14-15","STCL","51603",51,30
"15-16","STCL","51612",26,23
"16-17","STCL","51612",29,22
"15-16","STCL","51623",31,23
"16-17","STCL","51623",38,25
"13-14","STCL","51623",58,40
"12-13","STCL","51623",51,37
"14-15","STCL","51623",54,39
"13-14","STCL","51628",30,30
"12-13","STCL","51628",31,30
"14-15","STCL","51628",29,28
"13-14","STCL","51637",80,52
"12-13","STCL","51637",89,60
"14-15","STCL","51637",80,50
"15-16","STCL","51637",87,62
"16-17","STCL","51637",67,45
"15-16","STCL","51641",87,60
"16-17","STCL","51641",61,41
"13-14","STCL","51641",91,79
"12-13","STCL","51641",71,55
"14-15","STCL","51641",83,69
"13-14","STCL","52006",44,17
"12-13","STCL","52006",77,38
"14-15","STCL","52006",64,33
"15-16","STCL","52006",63,27
"16-17","STCL","52006",31,15
"16-17","STCL","52306",41,22
"15-16","STCL","52306",33,17
"14-15","STCL","52306",35,18
"13-14","STCL","52308",72,59
"12-13","STCL","52308",69,52
"14-15","STCL","52308",117,96
"15-16","STCL","52308",102,88
"16-17","STCL","52308",86,77
"15-16","STCL","52316",60,48
"16-17","STCL","52316",54,47
"13-14","STCL","52316",105,92
"12-13","STCL","52316",71,57
"14-15","STCL","52316",61,51
"13-14","STCL","52611",48,22
"12-13","STCL","52611",45,17
"13-14","STCL","52613",38,36
"14-15","STCL","52613",34,31
"15-16","STCL","52613",32,30
"16-17","STCL","52613",47,38
"15-16","STCL","52900",34,15
"13-14","STCL","52900",74,28
"14-15","STCL","52900",41,14
"13-14","STCL","53007",280,161
"12-13","STCL","53007",235,99
"14-15","STCL","53007",201,120
"15-16","STCL","53007",183,111
"16-17","STCL","53007",176,99
"15-16","STCL","53007",112,71
"16-17","STCL","53007",90,49
"13-14","STCL","53007",236,174
"14-15","STCL","53007",220,154
"13-14","STCL","53008",88,78
"12-13","STCL","53008",95,89
"14-15","STCL","53008",104,94
"15-16","STCL","53008",102,89
"16-17","STCL","53008",76,66
"15-16","STCL","53107",96,47
"16-17","STCL","53107",93,43
"14-15","STCL","53107",95,49
"13-14","STCL","53200",67,38
"12-13","STCL","53200",71,41
"14-15","STCL","53200",60,45
"15-16","STCL","53200",59,32
"16-17","STCL","53200",59,27
"15-16","STCL","53204",24,11
"15-16","STCL","53205",49,29
"16-17","STCL","53205",69,39
"13-14","STCL","53205",51,29
"12-13","STCL","53205",41,26
"14-15","STCL","53205",37,24
"15-16","STCL","53400",54,42
"16-17","STCL","53400",95,69
"15-16","STCL","53401",68,38
"16-17","STCL","53401",76,52
"13-14","STCL","53401",77,51
"12-13","STCL","53401",48,40
"14-15","STCL","53401",75,51
"13-14","STCL","53905",80,35
"12-13","STCL","53905",42,21
"14-15","STCL","53905",41,14
"15-16","STCL","53905",28,18
"16-17","STCL","53905",34,17
"15-16","STCL","54300",29,11
"16-17","STCL","54300",26,15
"13-14","STCL","54300",49,26
"12-13","STCL","54300",50,27
"14-15","STCL","54300",27,14
"15-16","STCL","54701",25,13
"16-17","STCL","54701",30,10
"15-16","STCL","55300",19,10
"16-17","STCL","55300",46,38
"13-14","STCL","55300",18,14
"14-15","STCL","55300",21,11
"13-14","STCL","55500",112,66
"12-13","STCL","55500",80,39
"14-15","STCL","55500",60,34
"15-16","STCL","55500",46,26
"16-17","STCL","55500",49,25
"15-16","STCL","55507",17,13
"15-16","STCL","55610",46,33
"16-17","STCL","55610",45,32
"15-16","STCL","55613",18,16
"16-17","STCL","55613",37,28
"15-16","STCL","56405",38,18
"13-14","STCL","56405",47,26
"12-13","STCL","56405",48,28
"14-15","STCL","56405",50,25
"13-14","STCL","58200",82,30
"12-13","STCL","58200",53,20
"14-15","STCL","58200",33,11
"16-17","STCL","58200",41,19
"15-16","STCL","60100",163,97
"16-17","STCL","60100",135,79
"13-14","STCL","60100",265,69
"12-13","STCL","60100",180,39
"14-15","STCL","60100",255,87
"13-14","STCL","60201",36,21
"14-15","STCL","60201",33,26
"15-16","STCL","60201",34,14
"16-17","STCL","60201",26,16
"14-15","STCL","60204",20,13
"13-14","STCL","60223",74,64
"12-13","STCL","60223",32,24
"14-15","STCL","60223",50,44
"15-16","STCL","60223",89,46
"16-17","STCL","60223",79,45
"13-14","STCL","60505",33,26
"15-16","STCL","60505",53,31
"16-17","STCL","60505",59,38
"15-16","STCL","60513",84,60
"16-17","STCL","60513",70,47
"14-15","STCL","60513",38,30
"13-14","STCL","60600",101,43
"12-13","STCL","60600",82,33
"14-15","STCL","60600",79,42
"15-16","STCL","60600",68,37
"16-17","STCL","60600",80,41
"15-16","STCL","60701",140,106
"16-17","STCL","60701",164,130
"13-14","STCL","60701",106,82
"12-13","STCL","60701",106,61
"14-15","STCL","60701",133,108
"13-14","STCL","61003",55,33
"12-13","STCL","61003",56,29
"14-15","STCL","61003",47,25
"15-16","STCL","61003",69,38
"16-17","STCL","61003",74,40
"13-14","STCL","61007",16,13
"12-13","STCL","61007",23,13
"13-14","STCL","61007",36,20
"12-13","STCL","61007",29,17
"14-15","STCL","61007",23,13
